NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE		68	-0.46993527	-1.1688648	0.18954249	0.89985025	1.0	270	tags=21%, list=5%, signal=21%	
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS		18	-0.60281974	-1.1670585	0.2583519	0.9057764	1.0	569	tags=28%, list=11%, signal=31%	
GOBP_REPLACEMENT_OSSIFICATION	GOBP_REPLACEMENT_OSSIFICATION		19	-0.5955821	-1.1666446	0.25336322	0.90472484	1.0	71	tags=5%, list=1%, signal=5%	
GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION	GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION		15	-0.611449	-1.1650527	0.29333332	0.9088174	1.0	709	tags=33%, list=14%, signal=39%	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION		47	-0.5033214	-1.1630614	0.23225807	0.9149846	1.0	892	tags=62%, list=18%, signal=74%	
GOBP_GENITALIA_DEVELOPMENT	GOBP_GENITALIA_DEVELOPMENT		18	-0.6002382	-1.1625462	0.26681614	0.91430646	1.0	476	tags=11%, list=10%, signal=12%	
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT		17	-0.6056468	-1.1621927	0.27966103	0.91286767	1.0	307	tags=18%, list=6%, signal=19%	
GOBP_MEMBRANE_DEPOLARIZATION	GOBP_MEMBRANE_DEPOLARIZATION		38	-0.5231647	-1.1611938	0.24429224	0.91440594	1.0	525	tags=13%, list=11%, signal=15%	
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL		91	-0.44811806	-1.1610931	0.16400911	0.9119377	1.0	315	tags=15%, list=6%, signal=16%	
GOBP_CARBOHYDRATE_TRANSPORT	GOBP_CARBOHYDRATE_TRANSPORT		55	-0.4820441	-1.1607424	0.20704846	0.9106686	1.0	265	tags=9%, list=5%, signal=9%	
GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS		17	-0.6028056	-1.1607232	0.30669546	0.9078224	1.0	300	tags=12%, list=6%, signal=12%	
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		28	-0.54876006	-1.1607002	0.25672877	0.90499824	1.0	178	tags=21%, list=4%, signal=22%	
GOBP_GAMETE_GENERATION	GOBP_GAMETE_GENERATION		186	-0.4143373	-1.1577476	0.13667426	0.9154453	1.0	789	tags=19%, list=16%, signal=22%	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION		38	-0.514001	-1.1571201	0.2290749	0.91536605	1.0	246	tags=13%, list=5%, signal=14%	
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION		332	-0.39047325	-1.156797	0.069196425	0.914023	1.0	320	tags=8%, list=6%, signal=8%	
GOBP_REGULATION_OF_GROWTH	GOBP_REGULATION_OF_GROWTH		222	-0.4015159	-1.1566031	0.13425925	0.9120035	1.0	479	tags=10%, list=10%, signal=10%	
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE		109	-0.43157166	-1.1560707	0.15673289	0.9117371	1.0	276	tags=6%, list=6%, signal=6%	
GOBP_MITOTIC_SPINDLE_ASSEMBLY	GOBP_MITOTIC_SPINDLE_ASSEMBLY		23	-0.5758548	-1.1560332	0.2655889	0.90901685	1.0	861	tags=57%, list=17%, signal=68%	
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	GOBP_MYELOID_LEUKOCYTE_ACTIVATION		153	-0.41790634	-1.1550853	0.15144767	0.91043127	1.0	315	tags=16%, list=6%, signal=17%	
GOBP_REGULATION_OF_BEHAVIOR	GOBP_REGULATION_OF_BEHAVIOR		26	-0.55032516	-1.1544913	0.24947146	0.91029656	1.0	71	tags=8%, list=1%, signal=8%	
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT		135	-0.4204262	-1.153206	0.1564482	0.913128	1.0	262	tags=9%, list=5%, signal=9%	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION		149	-0.41567805	-1.1528426	0.1431624	0.91191334	1.0	319	tags=12%, list=6%, signal=13%	
GOBP_OSTEOCLAST_DIFFERENTIATION	GOBP_OSTEOCLAST_DIFFERENTIATION		56	-0.4819331	-1.1520413	0.2043956	0.91254497	1.0	296	tags=13%, list=6%, signal=13%	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS		28	-0.5483853	-1.1519905	0.25619835	0.90996855	1.0	280	tags=7%, list=6%, signal=8%	
GOBP_FEMALE_SEX_DIFFERENTIATION	GOBP_FEMALE_SEX_DIFFERENTIATION		49	-0.4954681	-1.1517428	0.23395444	0.90825915	1.0	525	tags=10%, list=11%, signal=11%	
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY		200	-0.40752655	-1.1516259	0.13785557	0.9059477	1.0	315	tags=23%, list=6%, signal=23%	
GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS	GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS		29	-0.5442963	-1.1512324	0.24276169	0.9050405	1.0	253	tags=7%, list=5%, signal=7%	
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS		42	-0.5032788	-1.1505321	0.23043478	0.9056157	1.0	399	tags=14%, list=8%, signal=15%	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		100	-0.43681845	-1.1478548	0.18722467	0.915351	1.0	275	tags=17%, list=6%, signal=18%	
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY		275	-0.39300665	-1.146623	0.09012876	0.91811246	1.0	315	tags=19%, list=6%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_TRANSPORT		345	-0.38679987	-1.1463097	0.082959644	0.9167559	1.0	348	tags=8%, list=7%, signal=8%	
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION		125	-0.42463288	-1.1455383	0.17446809	0.9174531	1.0	711	tags=15%, list=14%, signal=17%	
GOBP_ORGANIC_ANION_TRANSPORT	GOBP_ORGANIC_ANION_TRANSPORT		155	-0.41882846	-1.144346	0.16438356	0.9201635	1.0	352	tags=8%, list=7%, signal=8%	
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		63	-0.465296	-1.1434743	0.2	0.9212871	1.0	232	tags=17%, list=5%, signal=18%	
GOBP_CALCIUM_ION_TRANSPORT	GOBP_CALCIUM_ION_TRANSPORT		171	-0.4061277	-1.1432678	0.15301724	0.91948754	1.0	315	tags=11%, list=6%, signal=11%	
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS		16	-0.60793936	-1.1424702	0.31533477	0.92065597	1.0	348	tags=31%, list=7%, signal=33%	
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT		56	-0.47541302	-1.1416796	0.23275863	0.9215836	1.0	740	tags=14%, list=15%, signal=17%	
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH		70	-0.4570179	-1.1405771	0.22222222	0.9239409	1.0	670	tags=16%, list=13%, signal=18%	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		60	-0.47242105	-1.1404299	0.24498886	0.92179024	1.0	313	tags=20%, list=6%, signal=21%	
GOBP_AXIS_SPECIFICATION	GOBP_AXIS_SPECIFICATION		30	-0.5300674	-1.1396285	0.28820962	0.9227926	1.0	1037	tags=27%, list=21%, signal=33%	
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT		130	-0.42408514	-1.138408	0.18202247	0.92559326	1.0	315	tags=12%, list=6%, signal=13%	
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	GOBP_PEPTIDYL_TYROSINE_MODIFICATION		76	-0.44547263	-1.1380329	0.21098901	0.9245878	1.0	250	tags=13%, list=5%, signal=14%	
GOBP_REGULATION_OF_PROTEIN_TRANSPORT	GOBP_REGULATION_OF_PROTEIN_TRANSPORT		150	-0.4172608	-1.1362967	0.17886178	0.92969316	1.0	660	tags=16%, list=13%, signal=18%	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS		368	-0.37905756	-1.1357805	0.10262009	0.9293266	1.0	292	tags=7%, list=6%, signal=7%	
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS		20	-0.5657102	-1.1354698	0.2952586	0.9281318	1.0	345	tags=15%, list=7%, signal=16%	
GOBP_MONOATOMIC_ION_HOMEOSTASIS	GOBP_MONOATOMIC_ION_HOMEOSTASIS		237	-0.3940821	-1.1353291	0.13626374	0.9260842	1.0	617	tags=16%, list=12%, signal=17%	
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS		50	-0.48670304	-1.1346972	0.24267782	0.92619604	1.0	644	tags=20%, list=13%, signal=23%	
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS		74	-0.45406452	-1.1337315	0.22929937	0.9278252	1.0	244	tags=9%, list=5%, signal=10%	
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS	GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS		53	-0.47733325	-1.1337047	0.25531915	0.9253123	1.0	484	tags=9%, list=10%, signal=10%	
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION	GOBP_NEGATIVE_REGULATION_OF_TRANSLATION		27	-0.5376191	-1.1336242	0.29284164	0.922956	1.0	559	tags=26%, list=11%, signal=29%	
GOBP_RENAL_SYSTEM_DEVELOPMENT	GOBP_RENAL_SYSTEM_DEVELOPMENT		169	-0.4072637	-1.1330062	0.1637931	0.9231564	1.0	605	tags=12%, list=12%, signal=14%	
GOBP_NEUROMUSCULAR_PROCESS	GOBP_NEUROMUSCULAR_PROCESS		60	-0.4614248	-1.1322643	0.23516949	0.923928	1.0	886	tags=23%, list=18%, signal=28%	
GOBP_NEUROINFLAMMATORY_RESPONSE	GOBP_NEUROINFLAMMATORY_RESPONSE		49	-0.48396197	-1.130477	0.26077586	0.92907804	1.0	232	tags=14%, list=5%, signal=15%	
GOBP_CELL_CYCLE_PHASE_TRANSITION	GOBP_CELL_CYCLE_PHASE_TRANSITION		136	-0.42103878	-1.130149	0.197065	0.92794657	1.0	780	tags=29%, list=16%, signal=33%	
GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS		200	-0.3986095	-1.1292648	0.14628822	0.9293727	1.0	617	tags=17%, list=12%, signal=19%	
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT		160	-0.4067969	-1.1291337	0.1714922	0.92733926	1.0	525	tags=14%, list=11%, signal=15%	
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY		38	-0.5030762	-1.1291298	0.2734694	0.9247511	1.0	225	tags=8%, list=5%, signal=8%	
GOBP_AUTOPHAGOSOME_ORGANIZATION	GOBP_AUTOPHAGOSOME_ORGANIZATION		22	-0.55746514	-1.128017	0.30453563	0.92706496	1.0	320	tags=18%, list=6%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		140	-0.4172754	-1.1278982	0.20425531	0.924963	1.0	306	tags=18%, list=6%, signal=18%	
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION		35	-0.51566714	-1.1265888	0.28085107	0.9281744	1.0	429	tags=20%, list=9%, signal=22%	
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS		30	-0.52819276	-1.125634	0.2790224	0.9298768	1.0	525	tags=13%, list=11%, signal=15%	
GOBP_CELLULAR_RESPONSE_TO_STRESS	GOBP_CELLULAR_RESPONSE_TO_STRESS		463	-0.37078643	-1.1251426	0.11617312	0.92954385	1.0	537	tags=15%, list=11%, signal=15%	
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION		43	-0.48882	-1.1244891	0.27555555	0.92987204	1.0	424	tags=16%, list=8%, signal=18%	
GOBP_REPRODUCTIVE_PROCESS	GOBP_REPRODUCTIVE_PROCESS		412	-0.37239003	-1.1242679	0.09706546	0.92827594	1.0	741	tags=17%, list=15%, signal=19%	
GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT		277	-0.38656273	-1.1242342	0.13882864	0.9258919	1.0	617	tags=16%, list=12%, signal=17%	
GOBP_MESENCHYMAL_CELL_MIGRATION	GOBP_MESENCHYMAL_CELL_MIGRATION		36	-0.5011919	-1.1234235	0.28318584	0.9268534	1.0	603	tags=11%, list=12%, signal=13%	
GOBP_VITAMIN_TRANSPORT	GOBP_VITAMIN_TRANSPORT		20	-0.5660406	-1.1232142	0.3180778	0.9252385	1.0	513	tags=20%, list=10%, signal=22%	
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS		30	-0.5176635	-1.123116	0.30237582	0.9231248	1.0	51	tags=7%, list=1%, signal=7%	
GOBP_CALCIUM_ION_HOMEOSTASIS	GOBP_CALCIUM_ION_HOMEOSTASIS		138	-0.41487664	-1.121901	0.20851064	0.92588735	1.0	429	tags=14%, list=9%, signal=15%	
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		19	-0.5679956	-1.1211597	0.32199547	0.9265985	1.0	118	tags=11%, list=2%, signal=11%	
GOBP_ZYMOGEN_ACTIVATION	GOBP_ZYMOGEN_ACTIVATION		22	-0.55555856	-1.1200101	0.32489452	0.92929494	1.0	147	tags=9%, list=3%, signal=9%	
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS		38	-0.49741033	-1.1196134	0.26539278	0.92858	1.0	459	tags=16%, list=9%, signal=17%	
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH		23	-0.55097586	-1.1192687	0.33471933	0.927579	1.0	211	tags=13%, list=4%, signal=14%	
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE		54	-0.48117986	-1.1190158	0.26736844	0.9262088	1.0	193	tags=7%, list=4%, signal=8%	
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS		24	-0.531113	-1.1189808	0.32181427	0.923904	1.0	129	tags=13%, list=3%, signal=13%	
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS		19	-0.5727305	-1.1186888	0.32	0.9227187	1.0	345	tags=16%, list=7%, signal=17%	
GOBP_SECRETION_BY_TISSUE	GOBP_SECRETION_BY_TISSUE		20	-0.55099165	-1.1182667	0.3053613	0.92207605	1.0	476	tags=20%, list=10%, signal=22%	
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT		54	-0.4646393	-1.118142	0.2662474	0.9201942	1.0	352	tags=9%, list=7%, signal=10%	
GOBP_NEURON_PROJECTION_EXTENSION	GOBP_NEURON_PROJECTION_EXTENSION		64	-0.46060702	-1.1179482	0.2707889	0.91855633	1.0	632	tags=17%, list=13%, signal=19%	
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY		17	-0.5855119	-1.1176119	0.3501094	0.917578	1.0	425	tags=29%, list=9%, signal=32%	
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY		36	-0.5041145	-1.1171377	0.27682403	0.9172546	1.0	421	tags=14%, list=8%, signal=15%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		44	-0.4778518	-1.1163918	0.2803532	0.9180301	1.0	270	tags=23%, list=5%, signal=24%	
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT		35	-0.5019419	-1.1163607	0.29067245	0.91578525	1.0	636	tags=17%, list=13%, signal=20%	
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING		178	-0.4001506	-1.1162715	0.18778281	0.9137739	1.0	315	tags=9%, list=6%, signal=9%	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT		51	-0.47421482	-1.1159467	0.27855712	0.9127483	1.0	27	tags=6%, list=1%, signal=6%	
GOBP_BONE_MINERALIZATION	GOBP_BONE_MINERALIZATION		68	-0.45015305	-1.115261	0.24285714	0.9131881	1.0	296	tags=7%, list=6%, signal=8%	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY		33	-0.51032233	-1.1144474	0.28752643	0.9144618	1.0	348	tags=21%, list=7%, signal=23%	
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION		27	-0.5320725	-1.1127203	0.28478262	0.9195437	1.0	467	tags=19%, list=9%, signal=20%	
GOBP_SYNAPSE_MATURATION	GOBP_SYNAPSE_MATURATION		19	-0.5654028	-1.1125383	0.3383948	0.9179789	1.0	51	tags=5%, list=1%, signal=5%	
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	GOBP_RESPONSE_TO_NITROGEN_COMPOUND		353	-0.37047747	-1.1119035	0.1588367	0.91838926	1.0	523	tags=13%, list=10%, signal=13%	
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT		97	-0.43718612	-1.1115013	0.24166666	0.91784924	1.0	201	tags=7%, list=4%, signal=7%	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION		17	-0.57081264	-1.1112381	0.33401638	0.9165522	1.0	376	tags=24%, list=8%, signal=25%	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS		15	-0.5876275	-1.1108327	0.36069113	0.916075	1.0	69	tags=7%, list=1%, signal=7%	
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT		203	-0.39229447	-1.1107286	0.17826086	0.9141045	1.0	287	tags=9%, list=6%, signal=9%	
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION		268	-0.3798198	-1.1100575	0.16742082	0.9146284	1.0	589	tags=12%, list=12%, signal=13%	
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION		123	-0.41338047	-1.1093967	0.2244898	0.9150639	1.0	209	tags=9%, list=4%, signal=9%	
GOBP_RESPONSE_TO_MINERALOCORTICOID	GOBP_RESPONSE_TO_MINERALOCORTICOID		20	-0.55533224	-1.1084359	0.3340249	0.9169261	1.0	586	tags=30%, list=12%, signal=34%	
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY		17	-0.565853	-1.1083477	0.3457557	0.9150241	1.0	482	tags=18%, list=10%, signal=19%	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE		132	-0.4076127	-1.1078756	0.2236842	0.9147476	1.0	448	tags=14%, list=9%, signal=15%	
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION		120	-0.4084616	-1.105911	0.21443737	0.9207318	1.0	282	tags=13%, list=6%, signal=13%	
GOBP_DEVELOPMENTAL_CELL_GROWTH	GOBP_DEVELOPMENTAL_CELL_GROWTH		86	-0.4266046	-1.1057724	0.2639485	0.9189754	1.0	632	tags=16%, list=13%, signal=18%	
GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS		22	-0.55029696	-1.1055832	0.30309734	0.9174501	1.0	392	tags=14%, list=8%, signal=15%	
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		60	-0.45693657	-1.1053523	0.27526882	0.9162456	1.0	348	tags=20%, list=7%, signal=21%	
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION		17	-0.56763786	-1.105201	0.33962265	0.9145713	1.0	71	tags=6%, list=1%, signal=6%	
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT		107	-0.420916	-1.1043953	0.2236842	0.9156406	1.0	587	tags=9%, list=12%, signal=10%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION		21	-0.54767454	-1.1039752	0.30567685	0.9152064	1.0	26	tags=10%, list=1%, signal=10%	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		453	-0.36417785	-1.1038183	0.13478261	0.91360974	1.0	282	tags=9%, list=6%, signal=9%	
GOBP_INTERFERON_BETA_PRODUCTION	GOBP_INTERFERON_BETA_PRODUCTION		19	-0.5575647	-1.1027058	0.35357916	0.9159926	1.0	447	tags=32%, list=9%, signal=35%	
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT		29	-0.51202875	-1.1022195	0.31509846	0.91578346	1.0	133	tags=7%, list=3%, signal=7%	
GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC	GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC		19	-0.5628848	-1.1018932	0.33624455	0.91491777	1.0	315	tags=16%, list=6%, signal=17%	
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION		80	-0.4247767	-1.1018603	0.27868852	0.9128072	1.0	599	tags=13%, list=12%, signal=14%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		54	-0.45283028	-1.1002209	0.27705628	0.9177441	1.0	264	tags=7%, list=5%, signal=8%	
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION		25	-0.52187645	-1.1000006	0.29290617	0.9164795	1.0	519	tags=16%, list=10%, signal=18%	
GOBP_SPINDLE_ASSEMBLY	GOBP_SPINDLE_ASSEMBLY		38	-0.48023373	-1.099741	0.31555554	0.9154214	1.0	861	tags=50%, list=17%, signal=60%	
