NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_BEHAVIOR	697	237		
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE	16		Rejected!	
GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL	10		Rejected!	
GOBP_BEHAVIORAL_RESPONSE_TO_NICOTINE	9		Rejected!	
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN	20		Rejected!	
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	23		Rejected!	
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_BICARBONATE_TRANSPORT	37	17		
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT	30		Rejected!	
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS	38		Rejected!	
GOBP_BILE_ACID_METABOLIC_PROCESS	51		Rejected!	
GOBP_BILE_ACID_SECRETION	11		Rejected!	
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	41		Rejected!	
GOBP_BIOLOGICAL_PHASE	9		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	179	71		
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	42		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	1864		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	61	20		
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	224	85		
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	181	89		
GOBP_BLASTOCYST_DEVELOPMENT	127	32		
GOBP_BLASTOCYST_FORMATION	48		Rejected!	
GOBP_BLASTOCYST_GROWTH	24		Rejected!	
GOBP_BLASTODERM_SEGMENTATION	26		Rejected!	
GOBP_BLEB_ASSEMBLY	11		Rejected!	
GOBP_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION	16		Rejected!	
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY	8		Rejected!	
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	187	61		
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	56	20		
GOBP_BLOOD_VESSEL_MATURATION	7		Rejected!	
GOBP_BLOOD_VESSEL_MORPHOGENESIS	734	356		
GOBP_BLOOD_VESSEL_REMODELING	54	27		
GOBP_BODY_FLUID_SECRETION	95	36		
GOBP_BODY_MORPHOGENESIS	49	23		
GOBP_BONE_CELL_DEVELOPMENT	19		Rejected!	
GOBP_BONE_DEVELOPMENT	218	106		
GOBP_BONE_GROWTH	34	19		
GOBP_BONE_MARROW_DEVELOPMENT	9		Rejected!	
GOBP_BONE_MATURATION	28	16		
GOBP_BONE_MINERALIZATION	127	68		
GOBP_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION	13		Rejected!	
GOBP_BONE_MORPHOGENESIS	100	50		
GOBP_BONE_REMODELING	88	43		
GOBP_BONE_RESORPTION	63	30		
GOBP_BONE_TRABECULA_FORMATION	10		Rejected!	
GOBP_BONE_TRABECULA_MORPHOGENESIS	13		Rejected!	
GOBP_BOX_C_D_SNORNP_ASSEMBLY	10		Rejected!	
GOBP_BRADYKININ_CATABOLIC_PROCESS	7		Rejected!	
GOBP_BRAINSTEM_DEVELOPMENT	8		Rejected!	
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_BRAIN_MORPHOGENESIS	37		Rejected!	
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	26		Rejected!	
GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT	14		Rejected!	
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	39	19		
GOBP_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS	14		Rejected!	
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS	25		Rejected!	
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS	13		Rejected!	
GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	22	16		
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	166	82		
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	11		Rejected!	
GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE	7		Rejected!	
GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING	6		Rejected!	
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM	21		Rejected!	
GOBP_BRONCHIOLE_DEVELOPMENT	6		Rejected!	
GOBP_BRONCHUS_DEVELOPMENT	11		Rejected!	
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	53	25		
GOBP_BRUSH_BORDER_ASSEMBLY	7		Rejected!	
GOBP_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING	7		Rejected!	
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	15		Rejected!	
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING	7		Rejected!	
GOBP_B_1_B_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_B_CELL_ACTIVATION	292	137		
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	109	41		
GOBP_B_CELL_APOPTOTIC_PROCESS	28		Rejected!	
GOBP_B_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_B_CELL_DIFFERENTIATION	149	73		
GOBP_B_CELL_HOMEOSTASIS	37	17		
GOBP_B_CELL_LINEAGE_COMMITMENT	6		Rejected!	
GOBP_B_CELL_MEDIATED_IMMUNITY	198	73		
GOBP_B_CELL_PROLIFERATION	93	59		
GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	6		Rejected!	
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	78	56		
GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	21		Rejected!	
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	38	15		
GOBP_C4_DICARBOXYLATE_TRANSPORT	28		Rejected!	
GOBP_CADMIUM_ION_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_CALCINEURIN_MEDIATED_SIGNALING	54	21		
GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_CALCITONIN_GENE_RELATED_PEPTIDE_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_CALCITRIOL_BIOSYNTHETIC_PROCESS_FROM_CALCIOL	5		Rejected!	
GOBP_CALCIUM_ACTIVATED_PHOSPHATIDYLCHOLINE_SCRAMBLING	5		Rejected!	
GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING	6		Rejected!	
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	48	23		
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	16		Rejected!	
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	23		Rejected!	
GOBP_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	12		Rejected!	
GOBP_CALCIUM_ION_HOMEOSTASIS	330	138		
GOBP_CALCIUM_ION_IMPORT	89	36		
GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	44	19		
GOBP_CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM	7		Rejected!	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	67	19		
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	15		Rejected!	
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	193	91		
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	348	130		
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	22		Rejected!	
GOBP_CALCIUM_ION_TRANSPORT	445	171		
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	31		Rejected!	
GOBP_CALCIUM_MEDIATED_SIGNALING	240	127		
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS	141	43		
GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	33		Rejected!	
GOBP_CAMKK_AMPK_SIGNALING_CASCADE	11		Rejected!	
GOBP_CAMP_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_CAMP_CATABOLIC_PROCESS	9		Rejected!	
GOBP_CAMP_MEDIATED_SIGNALING	29	16		
GOBP_CAMP_METABOLIC_PROCESS	23		Rejected!	
GOBP_CAMP_PKA_SIGNAL_TRANSDUCTION	34	15		
GOBP_CANNABINOID_SIGNALING_PATHWAY	7		Rejected!	
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	342	124		
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	330	108		
GOBP_CAP_DEPENDENT_TRANSLATIONAL_INITIATION	9		Rejected!	
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	198	60		
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	181	53		
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	624	122		
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	266	100		
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	1018	271		
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT	92	22		
GOBP_CARBOHYDRATE_HOMEOSTASIS	279	89		
GOBP_CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GOBP_CARBOHYDRATE_MEDIATED_SIGNALING	13		Rejected!	
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	571	164		
GOBP_CARBOHYDRATE_PHOSPHORYLATION	24		Rejected!	
GOBP_CARBOHYDRATE_TRANSPORT	138	55		
GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION	7		Rejected!	
GOBP_CARBON_DIOXIDE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_CARBON_DIOXIDE_TRANSPORT	15		Rejected!	
GOBP_CARDIAC_ATRIUM_DEVELOPMENT	37	17		
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	30		Rejected!	
GOBP_CARDIAC_CELL_DEVELOPMENT	98	37		
GOBP_CARDIAC_CELL_FATE_COMMITMENT	14		Rejected!	
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	177	84		
GOBP_CARDIAC_CHAMBER_FORMATION	12		Rejected!	
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	135	70		
GOBP_CARDIAC_CONDUCTION	100	41		
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	37	16		
GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	40	26		
GOBP_CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS	17		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	88	38		
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	63	31		
GOBP_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION	7		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	91	41		
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	137	49		
GOBP_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT	8		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	42	16		
GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION	12		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION	64	28		
GOBP_CARDIAC_MUSCLE_CONTRACTION	154	61		
GOBP_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION	7		Rejected!	
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	256	103		
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	62	29		
GOBP_CARDIAC_MUSCLE_TISSUE_REGENERATION	8		Rejected!	
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY	20		Rejected!	
GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	13		Rejected!	
GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT	16		Rejected!	
GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	11		Rejected!	
GOBP_CARDIAC_PACEMAKER_CELL_DEVELOPMENT	9		Rejected!	
GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	21		Rejected!	
GOBP_CARDIAC_SEPTUM_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_CARDIAC_SEPTUM_DEVELOPMENT	115	53		
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	78	40		
GOBP_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT	134	62		
GOBP_CARDIAC_VENTRICLE_FORMATION	8		Rejected!	
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS	74	38		
GOBP_CARDIOBLAST_DIFFERENTIATION	18		Rejected!	
GOBP_CARDIOBLAST_PROLIFERATION	11		Rejected!	
GOBP_CARDIOCYTE_DIFFERENTIATION	173	68		
GOBP_CARDIOLIPIN_ACYL_CHAIN_REMODELING	5		Rejected!	
GOBP_CARDIOLIPIN_METABOLIC_PROCESS	14		Rejected!	
GOBP_CARNITINE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_CARNITINE_METABOLIC_PROCESS	14		Rejected!	
GOBP_CARNITINE_TRANSPORT	9		Rejected!	
GOBP_CARTILAGE_CONDENSATION	21		Rejected!	
GOBP_CARTILAGE_DEVELOPMENT	215	115		
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	35		Rejected!	
GOBP_CARTILAGE_HOMEOSTASIS	5		Rejected!	
GOBP_CARTILAGE_MORPHOGENESIS	10		Rejected!	
GOBP_CATECHOLAMINE_SECRETION	46		Rejected!	
GOBP_CATECHOLAMINE_TRANSPORT	62	17		
GOBP_CATECHOLAMINE_UPTAKE	19		Rejected!	
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	12		Rejected!	
GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	24		Rejected!	
GOBP_CATECHOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS	11		Rejected!	
GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	58	23		
GOBP_CAVEOLA_ASSEMBLY	8		Rejected!	
GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS	12		Rejected!	
GOBP_CD27_SIGNALING_PATHWAY	5		Rejected!	
GOBP_CD40_SIGNALING_PATHWAY	16		Rejected!	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	135	76		
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	19		Rejected!	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	108	62		
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	22		Rejected!	
GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	36	20		
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	28	17		
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	15		Rejected!	
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	8		Rejected!	
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	15		Rejected!	
GOBP_CDP_CHOLINE_PATHWAY	7		Rejected!	
GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	136	44		
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	470	139		
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	30		Rejected!	
GOBP_CELLULAR_COMPONENT_MAINTENANCE	83	30		
GOBP_CELLULAR_DEFENSE_RESPONSE	52	30		
GOBP_CELLULAR_DETOXIFICATION_OF_ALDEHYDE	9		Rejected!	
GOBP_CELLULAR_EXTRAVASATION	74	45		
GOBP_CELLULAR_HOMEOSTASIS	851	297		
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE	22		Rejected!	
GOBP_CELLULAR_HYPOTONIC_RESPONSE	11		Rejected!	
GOBP_CELLULAR_OXIDANT_DETOXIFICATION	98	35		
GOBP_CELLULAR_PIGMENTATION	64	16		
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	443	81		
GOBP_CELLULAR_RESPIRATION	240	31		
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	352	110		
GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH	19		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	101	41		
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	112	57		
GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE	17		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ALDOSTERONE	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ALKALOID	37		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_AMMONIUM_ION	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	49	27		
GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN	39		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	17		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ATP	19		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	277	134		
GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION	26		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CAFFEINE	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	80	35		
GOBP_CELLULAR_RESPONSE_TO_CAMP	58	26		
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	166	54		
GOBP_CELLULAR_RESPONSE_TO_CGMP	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	330	119		
GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL	21		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_COCAINE	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_COLD	15		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_COPPER_ION	26		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	65	27		
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	29		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_DSRNA	25		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	1343	486		
GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	36		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS	19		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ETHANOL	15		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ETHER	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	19		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	78	33		
GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID	41	23		
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	34		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	28		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS	55	21		
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	50	15		
GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS	20		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	29		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HEAT	67	17		
GOBP_CELLULAR_RESPONSE_TO_HISTAMINE	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	681	233		
GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE	71	33		
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HYPEROXIA	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH_FACTOR_STIMULUS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	219	74		
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_ALPHA	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	29		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	90	43		
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_13	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	75	21		
GOBP_CELLULAR_RESPONSE_TO_IRON_ION	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_KETONE	115	53		
GOBP_CELLULAR_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	18		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS	17		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LIGHT_INTENSITY	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	123	27		
GOBP_CELLULAR_RESPONSE_TO_LIPID	652	280		
GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	46	23		
GOBP_CELLULAR_RESPONSE_TO_LUTEINIZING_HORMONE_STIMULUS	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_L_GLUTAMATE	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_L_LEUCINE	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR_STIMULUS	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MAGNESIUM_ION	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MANGANESE_ION	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_METAL_ION	184	72		
GOBP_CELLULAR_RESPONSE_TO_METHIONINE	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	250	129		
GOBP_CELLULAR_RESPONSE_TO_MURAMYL_DIPEPTIDE	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NICOTINE	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	681	226		
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	50	22		
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	256	75		
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	60	23		
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	259	92		
GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	14		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1257	486		
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	183	69		
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	23		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	16		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	335	113		
GOBP_CELLULAR_RESPONSE_TO_PEPTIDOGLYCAN	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PH	27		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_POTASSIUM_ION	14		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PROGESTERONE_STIMULUS	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	19		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	26	16		
GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_RADIATION	187	45		
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES	18		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	152	60		
