sample,cluster,ROGUE,n_cells,K,celltype,top_NES
GSM4138119,7,0.7561324723701853,24,11,Mac_SPP1,1.3211701472849362
GSM4138155,9,0.8411628701995337,24,11,mregDC_LAMP3,1.2969892928854112
GSM4138125,2,0.8106759019973601,23,11,cDC2_CD1C,1.286020985043644
GSM4138160,6,0.9618161262174572,22,11,DC_pDC,1.2427282142716214
GSM4138139,9,0.9236926261728876,22,11,mregDC_LAMP3,1.2969892928854112
GSM4138153,2,0.8090696188036507,22,11,cDC2_CD1C,1.286020985043644
GSM4138139,6,0.9333160959033334,22,11,DC_pDC,1.2427282142716214
GSM4138123,9,0.9008442792778086,21,11,mregDC_LAMP3,1.2969892928854112
GSM4138135,10,0.9632808291710414,21,11,Mast,1.241130399423208
GSM4138133,6,0.9677791977403044,21,11,DC_pDC,1.2427282142716214
GSM4138110,6,0.9515832936947742,20,11,DC_pDC,1.2427282142716214
GSM4138115,9,0.8915195456984419,20,11,mregDC_LAMP3,1.2969892928854112
GSM4138168,6,0.9011449212070114,20,11,DC_pDC,1.2427282142716214
GSM4138155,5,0.8505733519885907,20,11,cDC2_CD1C,1.1947329174745778
GSM4138122,6,0.9671572886913488,20,11,DC_pDC,1.2427282142716214
GSM4138128,6,0.9671572886913488,20,11,DC_pDC,1.2427282142716214
GSM4138153,1,0.891977726653613,20,11,Mono_CD14_ID1,2.208891854374032
GSM4138133,9,0.8674481408221775,19,11,mregDC_LAMP3,1.2969892928854112
GSM4138155,10,0.9304048836734372,19,11,Mast,1.241130399423208
GSM4138135,6,0.9277395526018996,19,11,DC_pDC,1.2427282142716214
GSM4138115,6,0.9225313235859188,19,11,DC_pDC,1.2427282142716214
GSM4138129,2,0.9015470879447148,19,11,cDC2_CD1C,1.286020985043644
GSM4138171,2,0.91325331721818,18,11,cDC2_CD1C,1.286020985043644
GSM4138127,2,0.9594459219627484,18,11,cDC2_CD1C,1.286020985043644
GSM4138145,9,0.945295907805724,18,11,mregDC_LAMP3,1.2969892928854112
GSM4138131,10,0.9666702146494964,18,11,Mast,1.241130399423208
GSM4138113,5,0.7431486459597232,17,11,cDC2_CD1C,1.1947329174745778
GSM4138162,6,0.9844611143723536,17,11,DC_pDC,1.2427282142716214
GSM4138137,9,0.951599360583245,17,11,mregDC_LAMP3,1.2969892928854112
GSM4138117,2,0.9278241641810516,17,11,cDC2_CD1C,1.286020985043644
GSM4138121,2,0.7883091460210544,17,11,cDC2_CD1C,1.286020985043644
GSM4138172,2,0.8673161447217009,17,11,cDC2_CD1C,1.286020985043644
GSM4138163,6,0.9903020421816136,16,11,DC_pDC,1.2427282142716214
GSM4138157,6,0.9528870226328386,16,11,DC_pDC,1.2427282142716214
GSM4138144,2,0.955005617924283,16,11,cDC2_CD1C,1.286020985043644
GSM4138130,6,0.9750586036492248,16,11,DC_pDC,1.2427282142716214
GSM4138121,6,0.8867434722193563,16,11,DC_pDC,1.2427282142716214
GSM4138157,4,0.9624478146613404,16,11,Mac_IL1B,1.327972445675179
GSM4138159,3,0.9067446106577052,16,11,Mac_CXCL9,1.263816118970534
GSM4138117,10,0.9843483876594742,15,11,Mast,1.241130399423208
GSM4138139,8,0.9626145173817916,15,11,Mono_TIL,1.2750862614059963
GSM4138151,6,0.9660966498243028,15,11,DC_pDC,1.2427282142716214
GSM4138120,2,0.9363858829462824,15,11,cDC2_CD1C,1.286020985043644
GSM4138147,2,0.8958648233412956,15,11,cDC2_CD1C,1.286020985043644
GSM4138134,1,0.9828696821717002,806,12,Mono_CD14_ID1,1.8314129191004536
GSM4138116,1,0.9471786657498116,680,12,Mono_CD14_ID1,1.8314129191004536
GSM4138126,1,0.9734850061493342,673,12,Mono_CD14_ID1,1.8314129191004536
GSM4138156,1,0.948864954225118,648,12,Mono_CD14_ID1,1.8314129191004536
GSM4138120,1,0.8930049164816263,511,12,Mono_CD14_ID1,1.8314129191004536
GSM4138142,1,0.95850203070947,484,12,Mono_CD14_ID1,1.8314129191004536
GSM4138110,1,0.9649740736985984,460,12,Mono_CD14_ID1,1.8314129191004536
GSM4138140,1,0.9675667155312716,455,12,Mono_CD14_ID1,1.8314129191004536
GSM4138132,1,0.970411427902525,415,12,Mono_CD14_ID1,1.8314129191004536
GSM4138160,1,0.9488406988999036,409,12,Mono_CD14_ID1,1.8314129191004536
GSM4138134,2,0.95649208299447,405,12,Mono_CD16,1.9530621610400112
GSM4138123,4,0.7138943898345781,394,12,Mac_CXCL9,1.2637917345249388
GSM4138136,1,0.9596551337786066,383,12,Mono_CD14_ID1,1.8314129191004536
GSM4138138,1,0.9737451374328367,371,12,Mono_CD14_ID1,1.8314129191004536
GSM4138163,1,0.952401082743164,346,12,Mono_CD14_ID1,1.8314129191004536
GSM4138125,8,0.6970668728497942,337,12,Mac_SPP1,1.3152847098679958
GSM4138128,2,0.8981413478194967,328,12,Mono_CD16,1.9530621610400112
GSM4138122,2,0.8981413478194967,328,12,Mono_CD16,1.9530621610400112
GSM4138162,1,0.9589649657669788,319,12,Mono_CD14_ID1,1.8314129191004536
GSM4138135,4,0.76786575631156,305,12,Mac_CXCL9,1.2637917345249388
GSM4138130,1,0.9474833645000398,301,12,Mono_CD14_ID1,1.8314129191004536
GSM4138152,1,0.9419270363651436,300,12,Mono_CD14_ID1,1.8314129191004536
GSM4138146,2,0.9214081375250396,291,12,Mono_CD16,1.9530621610400112
GSM4138154,1,0.9102557496583128,289,12,Mono_CD14_ID1,1.8314129191004536
GSM4138130,2,0.9480953596607528,280,12,Mono_CD16,1.9530621610400112
GSM4138118,1,0.9117140461588116,267,12,Mono_CD14_ID1,1.8314129191004536
GSM4138165,1,0.9522787596352066,264,12,Mono_CD14_ID1,1.8314129191004536
GSM4138156,2,0.9238579846698908,261,12,Mono_CD16,1.9530621610400112
GSM4138136,2,0.9212667032875644,250,12,Mono_CD16,1.9530621610400112
GSM4138166,1,0.9627736650713608,250,12,Mono_CD14_ID1,1.8314129191004536
GSM4138140,2,0.9273363813790252,235,12,Mono_CD16,1.9530621610400112
GSM4138135,6,0.734345042485929,232,12,Mac_IL1B,1.2983334630535788
GSM4138114,1,0.9426125661564476,231,12,Mono_CD14_ID1,1.8314129191004536
GSM4138124,1,0.9768188149326336,227,12,Mono_CD14_ID1,1.8314129191004536
GSM4138137,4,0.7993475581830665,225,12,Mac_CXCL9,1.2637917345249388
GSM4138132,2,0.9479638464502737,220,12,Mono_CD16,1.9530621610400112
GSM4138158,1,0.9483514607024376,219,12,Mono_CD14_ID1,1.8314129191004536
GSM4138167,1,0.9791475505026428,210,12,Mono_CD14_ID1,1.8314129191004536
GSM4138128,1,0.9636422754863404,208,12,Mono_CD14_ID1,1.8314129191004536
GSM4138122,1,0.9636422754863404,208,12,Mono_CD14_ID1,1.8314129191004536
GSM4138141,1,0.9013721571940804,207,12,Mono_CD14_ID1,1.8314129191004536
GSM4138166,2,0.8888430225908435,204,12,Mono_CD16,1.9530621610400112
GSM4138138,2,0.9461499147002916,200,12,Mono_CD16,1.9530621610400112
GSM4138142,2,0.9446453528967738,198,12,Mono_CD16,1.9530621610400112
GSM4138145,1,0.8358567070575046,185,12,Mono_CD14_ID1,1.8314129191004536
GSM4138112,1,0.9538184172638224,184,12,Mono_CD14_ID1,1.8314129191004536
GSM4138145,3,0.6970691254718617,183,12,cDC2_CD1C,1.2923215519514093
GSM4138155,3,0.6315532898467586,176,12,cDC2_CD1C,1.2923215519514093
GSM4138165,2,0.9208214400643968,166,12,Mono_CD16,1.9530621610400112
GSM4138112,2,0.90994120462783,165,12,Mono_CD16,1.9530621610400112
GSM4138144,1,0.9298903743030904,162,12,Mono_CD14_ID1,1.8314129191004536
GSM4138110,2,0.9303923068383128,161,12,Mono_CD16,1.9530621610400112
GSM4138155,1,0.8083578402726499,159,12,Mono_CD14_ID1,1.8314129191004536
GSM4138146,1,0.9455017529312432,159,12,Mono_CD14_ID1,1.8314129191004536
GSM4138137,6,0.7675461011025212,156,12,Mac_IL1B,1.2983334630535788
GSM4138131,9,0.7810646658139133,154,12,Mono_TIL,1.295408245853625
GSM4138162,2,0.9005805982829507,145,12,Mono_CD16,1.9530621610400112
GSM4138152,2,0.9151646115890106,142,12,Mono_CD16,1.9530621610400112
GSM4138155,6,0.6983142611119808,132,12,Mac_IL1B,1.2983334630535788
GSM4138139,6,0.8073090812287984,126,12,Mac_IL1B,1.2983334630535788
GSM4138117,1,0.8173022771857883,124,12,Mono_CD14_ID1,1.8314129191004536
GSM4138150,1,0.9436682902882716,124,12,Mono_CD14_ID1,1.8314129191004536
GSM4138127,1,0.8830135868646394,120,12,Mono_CD14_ID1,1.8314129191004536
GSM4138167,2,0.8890195643011969,120,12,Mono_CD16,1.9530621610400112
GSM4138139,1,0.854470417949373,114,12,Mono_CD14_ID1,1.8314129191004536
GSM4138127,5,0.704383149223184,113,12,cDC2_CD1C,1.20715614550225
GSM4138144,2,0.9204860497557544,111,12,Mono_CD16,1.9530621610400112
GSM4138131,7,0.8805059006911912,111,12,DC_pDC,1.245008316047198
GSM4138124,2,0.9108079921836916,110,12,Mono_CD16,1.9530621610400112
GSM4138135,1,0.9029406451024854,109,12,Mono_CD14_ID1,1.8314129191004536
GSM4138114,2,0.8901097021120663,108,12,Mono_CD16,1.9530621610400112
GSM4138148,1,0.9376491660839744,107,12,Mono_CD14_ID1,1.8314129191004536
GSM4138161,7,0.8292133355754832,107,12,DC_pDC,1.245008316047198
GSM4138137,1,0.8856926812151188,106,12,Mono_CD14_ID1,1.8314129191004536
GSM4138143,3,0.7156117154711464,102,12,cDC2_CD1C,1.2923215519514093
GSM4138131,4,0.7848953472397165,101,12,Mac_CXCL9,1.2637917345249388
GSM4138161,3,0.6734865101436465,101,12,cDC2_CD1C,1.2923215519514093
GSM4138161,1,0.8715718229182474,99,12,Mono_CD14_ID1,1.8314129191004536
GSM4138141,3,0.7316557988947809,98,12,cDC2_CD1C,1.2923215519514093
GSM4138164,1,0.9707397056209864,90,12,Mono_CD14_ID1,1.8314129191004536
GSM4138121,6,0.7074215108889804,89,12,Mac_IL1B,1.2983334630535788
GSM4138139,4,0.7889218240117188,89,12,Mac_CXCL9,1.2637917345249388
GSM4138127,6,0.815394212339593,87,12,Mac_IL1B,1.2983334630535788
GSM4138125,1,0.9292740026288752,86,12,Mono_CD14_ID1,1.8314129191004536
GSM4138126,2,0.942268122461286,85,12,Mono_CD16,1.9530621610400112
GSM4138123,5,0.640104494605591,84,12,cDC2_CD1C,1.20715614550225
GSM4138139,8,0.7283256498308694,84,12,Mac_SPP1,1.3152847098679958
GSM4138111,5,0.686716164543957,84,12,cDC2_CD1C,1.20715614550225
GSM4138137,8,0.745901210739218,80,12,Mac_SPP1,1.3152847098679958
GSM4138115,3,0.7523022187075391,80,12,cDC2_CD1C,1.2923215519514093
GSM4138143,1,0.8390055140706985,79,12,Mono_CD14_ID1,1.8314129191004536
GSM4138133,3,0.7660652022556692,79,12,cDC2_CD1C,1.2923215519514093
GSM4138120,2,0.895973303489182,76,12,Mono_CD16,1.9530621610400112
GSM4138131,5,0.6828465317099999,74,12,cDC2_CD1C,1.20715614550225
GSM4138141,7,0.8916216841926786,73,12,DC_pDC,1.245008316047198
GSM4138129,1,0.922709634374925,71,12,Mono_CD14_ID1,1.8314129191004536
GSM4138155,8,0.667520437492936,70,12,Mac_SPP1,1.3152847098679958
GSM4138133,4,0.737245878339669,70,12,Mac_CXCL9,1.2637917345249388
GSM4138160,2,0.9372250215605756,69,12,Mono_CD16,1.9530621610400112
GSM4138111,3,0.7151145040286616,67,12,cDC2_CD1C,1.2923215519514093
GSM4138163,2,0.8980949230927117,67,12,Mono_CD16,1.9530621610400112
GSM4138131,3,0.7950327773127678,64,12,cDC2_CD1C,1.2923215519514093
GSM4138150,2,0.9033677087259944,64,12,Mono_CD16,1.9530621610400112
GSM4138111,7,0.8804975836349698,64,12,DC_pDC,1.245008316047198
GSM4138131,10,0.8157398887819808,63,12,mregDC_LAMP3,1.303356467252045
GSM4138131,1,0.9197571474090372,63,12,Mono_CD14_ID1,1.8314129191004536
GSM4138117,5,0.7362235879385299,62,12,cDC2_CD1C,1.20715614550225
GSM4138141,2,0.9116013254061042,61,12,Mono_CD16,1.9530621610400112
GSM4138133,5,0.7412734334854592,60,12,cDC2_CD1C,1.20715614550225
GSM4138131,6,0.8195516704286931,60,12,Mac_IL1B,1.2983334630535788
GSM4138139,11,0.954392453358975,59,12,Mast,1.2426507861546745
GSM4138117,4,0.8113301363538864,58,12,Mac_CXCL9,1.2637917345249388
GSM4138164,2,0.8503662458073266,57,12,Mono_CD16,1.9530621610400112
GSM4138137,5,0.7651613471610634,57,12,cDC2_CD1C,1.20715614550225
GSM4138113,1,0.8801955103183688,56,12,Mono_CD14_ID1,1.8314129191004536
GSM4138148,2,0.8962137214214474,54,12,Mono_CD16,1.9530621610400112
GSM4138157,3,0.7297372431386657,53,12,cDC2_CD1C,1.2923215519514093
GSM4138141,10,0.8416797320919569,53,12,mregDC_LAMP3,1.303356467252045
GSM4138154,2,0.917640030370489,53,12,Mono_CD16,1.9530621610400112
GSM4138111,1,0.8240108477954005,53,12,Mono_CD14_ID1,1.8314129191004536
GSM4138139,3,0.8180219699275952,52,12,cDC2_CD1C,1.2923215519514093
GSM4138155,7,0.8268653204988696,51,12,DC_pDC,1.245008316047198
GSM4138141,4,0.812382853656141,49,12,Mac_CXCL9,1.2637917345249388
GSM4138123,7,0.8975763485769659,48,12,DC_pDC,1.245008316047198
GSM4138111,2,0.8666564407976646,47,12,Mono_CD16,1.9530621610400112
GSM4138159,3,0.712127371048924,46,12,cDC2_CD1C,1.2923215519514093
GSM4138143,2,0.9401243961972924,46,12,Mono_CD16,1.9530621610400112
GSM4138143,7,0.8686542379614236,46,12,DC_pDC,1.245008316047198
GSM4138145,7,0.9147704153933428,45,12,DC_pDC,1.245008316047198
GSM4138158,2,0.9447002557795744,45,12,Mono_CD16,1.9530621610400112
GSM4138119,1,0.824280064905167,44,12,Mono_CD14_ID1,1.8314129191004536
GSM4138129,8,0.8342815181945514,43,12,Mac_SPP1,1.3152847098679958
GSM4138161,6,0.8132014584440379,42,12,Mac_IL1B,1.2983334630535788
GSM4138143,10,0.8368985469709751,42,12,mregDC_LAMP3,1.303356467252045
GSM4138123,3,0.6606214689291436,42,12,cDC2_CD1C,1.2923215519514093
GSM4138127,9,0.8557990254249848,41,12,Mono_TIL,1.295408245853625
GSM4138121,1,0.866082169087178,41,12,Mono_CD14_ID1,1.8314129191004536
GSM4138145,2,0.942337071039097,41,12,Mono_CD16,1.9530621610400112
GSM4138161,5,0.715852084352351,40,12,cDC2_CD1C,1.20715614550225
GSM4138135,3,0.8171245412648753,40,12,cDC2_CD1C,1.2923215519514093
GSM4138131,2,0.9000404133096334,39,12,Mono_CD16,1.9530621610400112
GSM4138123,6,0.8339546080861552,38,12,Mac_IL1B,1.2983334630535788
GSM4138141,5,0.7346506963713229,36,12,cDC2_CD1C,1.20715614550225
GSM4138139,5,0.7752791644302401,36,12,cDC2_CD1C,1.20715614550225
GSM4138137,3,0.7664601124755716,36,12,cDC2_CD1C,1.2923215519514093
GSM4138159,1,0.94521897362583,35,12,Mono_CD14_ID1,1.8314129191004536
GSM4138125,4,0.8496744231811784,35,12,Mac_CXCL9,1.2637917345249388
GSM4138129,4,0.8782755525312701,34,12,Mac_CXCL9,1.2637917345249388
GSM4138135,8,0.8355501068811695,34,12,Mac_SPP1,1.3152847098679958
GSM4138113,7,0.9011511681561436,33,12,DC_pDC,1.245008316047198
GSM4138129,6,0.827034628148088,33,12,Mac_IL1B,1.2983334630535788
GSM4138135,5,0.8116229075643762,32,12,cDC2_CD1C,1.20715614550225
GSM4138139,2,0.9302454281244148,32,12,Mono_CD16,1.9530621610400112
GSM4138147,7,0.8800969637734649,31,12,DC_pDC,1.245008316047198
GSM4138143,11,0.9499099441330964,31,12,Mast,1.2426507861546745
GSM4138135,10,0.881353640916401,30,12,mregDC_LAMP3,1.303356467252045
GSM4138133,1,0.9470962927441996,30,12,Mono_CD14_ID1,1.8314129191004536
GSM4138145,6,0.8851872432504514,30,12,Mac_IL1B,1.2983334630535788
GSM4138141,9,0.9174369274840508,30,12,Mono_TIL,1.295408245853625
GSM4138127,7,0.934311761778248,29,12,DC_pDC,1.245008316047198
GSM4138119,3,0.6716147655201403,28,12,cDC2_CD1C,1.2923215519514093
GSM4138157,1,0.941187373749056,28,12,Mono_CD14_ID1,1.8314129191004536
GSM4138111,11,0.8570514282209254,28,12,Mast,1.2426507861546745
GSM4138155,4,0.8508905109019171,28,12,Mac_CXCL9,1.2637917345249388
GSM4138117,3,0.8638328388242867,27,12,cDC2_CD1C,1.2923215519514093
GSM4138113,3,0.8039725218493025,26,12,cDC2_CD1C,1.2923215519514093
GSM4138127,8,0.8753079785885789,26,12,Mac_SPP1,1.3152847098679958
GSM4138135,2,0.9810010434981844,25,12,Mono_CD16,1.9530621610400112
GSM4138112,7,0.9480145225252716,25,12,DC_pDC,1.245008316047198
GSM4138129,7,0.9522192501682016,25,12,DC_pDC,1.245008316047198
GSM4138119,8,0.7814744924612781,25,12,Mac_SPP1,1.3152847098679958
GSM4138113,2,0.8985079665747382,24,12,Mono_CD16,1.9530621610400112
GSM4138144,3,0.9247324436105974,24,12,cDC2_CD1C,1.2923215519514093
GSM4138125,3,0.8154018753249993,24,12,cDC2_CD1C,1.2923215519514093
GSM4138160,7,0.9637168406872292,23,12,DC_pDC,1.245008316047198
GSM4138153,3,0.8126481541930819,23,12,cDC2_CD1C,1.2923215519514093
GSM4138129,3,0.8192605267278587,23,12,cDC2_CD1C,1.2923215519514093
GSM4138155,10,0.8410117665434924,23,12,mregDC_LAMP3,1.303356467252045
GSM4138123,1,0.9294195998931696,23,12,Mono_CD14_ID1,1.8314129191004536
GSM4138139,7,0.9333160959033334,22,12,DC_pDC,1.245008316047198
GSM4138139,10,0.9236926261728876,22,12,mregDC_LAMP3,1.303356467252045
GSM4138137,2,0.9909334789683384,22,12,Mono_CD16,1.9530621610400112
GSM4138162,3,0.9664585561115177,21,12,cDC2_CD1C,1.2923215519514093
GSM4138120,3,0.9070470283195148,21,12,cDC2_CD1C,1.2923215519514093
GSM4138155,5,0.8540909781536067,21,12,cDC2_CD1C,1.20715614550225
GSM4138116,2,0.9775817324403516,21,12,Mono_CD16,1.9530621610400112
GSM4138133,7,0.9677791977403044,21,12,DC_pDC,1.245008316047198
GSM4138123,10,0.9008442792778086,21,12,mregDC_LAMP3,1.303356467252045
GSM4138135,11,0.9632808291710414,21,12,Mast,1.2426507861546745
GSM4138128,7,0.9671572886913488,20,12,DC_pDC,1.245008316047198
GSM4138110,7,0.9515832936947742,20,12,DC_pDC,1.245008316047198
GSM4138168,7,0.9011449212070114,20,12,DC_pDC,1.245008316047198
GSM4138115,10,0.8915195456984419,20,12,mregDC_LAMP3,1.303356467252045
GSM4138152,3,0.9437347645399266,20,12,cDC2_CD1C,1.2923215519514093
GSM4138122,7,0.9671572886913488,20,12,DC_pDC,1.245008316047198
GSM4138135,7,0.9277395526018996,19,12,DC_pDC,1.245008316047198
GSM4138133,10,0.8674481408221775,19,12,mregDC_LAMP3,1.303356467252045
GSM4138115,7,0.9225313235859188,19,12,DC_pDC,1.245008316047198
GSM4138155,11,0.9304048836734372,19,12,Mast,1.2426507861546745
GSM4138118,2,0.9683764287428324,19,12,Mono_CD16,1.9530621610400112
GSM4138171,3,0.91325331721818,18,12,cDC2_CD1C,1.2923215519514093
GSM4138143,5,0.8250551452407502,18,12,cDC2_CD1C,1.20715614550225
GSM4138145,10,0.945295907805724,18,12,mregDC_LAMP3,1.303356467252045
GSM4138121,3,0.7988296298386901,18,12,cDC2_CD1C,1.2923215519514093
GSM4138127,3,0.938251192859185,18,12,cDC2_CD1C,1.2923215519514093
GSM4138157,6,0.9402950279394796,18,12,Mac_IL1B,1.2983334630535788
GSM4138131,11,0.9666702146494964,18,12,Mast,1.2426507861546745
GSM4138137,10,0.951599360583245,17,12,mregDC_LAMP3,1.303356467252045
GSM4138162,7,0.9844611143723536,17,12,DC_pDC,1.245008316047198
GSM4138172,3,0.8673161447217009,17,12,cDC2_CD1C,1.2923215519514093
GSM4138130,7,0.9701570446941438,17,12,DC_pDC,1.245008316047198
GSM4138163,7,0.9903020421816136,16,12,DC_pDC,1.245008316047198
GSM4138159,4,0.9067446106577052,16,12,Mac_CXCL9,1.2637917345249388
GSM4138121,7,0.8867434722193563,16,12,DC_pDC,1.245008316047198
GSM4138113,5,0.7448348853785678,16,12,cDC2_CD1C,1.20715614550225
GSM4138157,7,0.9528870226328386,16,12,DC_pDC,1.245008316047198
GSM4138154,3,0.9086251245096424,16,12,cDC2_CD1C,1.2923215519514093
GSM4138111,4,0.8751633410517297,15,12,Mac_CXCL9,1.2637917345249388
GSM4138148,3,0.9600529018338052,15,12,cDC2_CD1C,1.2923215519514093
GSM4138125,2,0.9806104345304972,15,12,Mono_CD16,1.9530621610400112
GSM4138139,9,0.975931747135998,15,12,Mono_TIL,1.295408245853625
GSM4138147,3,0.8958648233412956,15,12,cDC2_CD1C,1.2923215519514093
GSM4138129,2,1.0,15,12,Mono_CD16,1.9530621610400112
GSM4138151,7,0.9660966498243028,15,12,DC_pDC,1.245008316047198
GSM4138145,4,0.9473700711704308,15,12,Mac_CXCL9,1.2637917345249388
GSM4138117,11,0.9843483876594742,15,12,Mast,1.2426507861546745
GSM4138117,2,0.969674484953878,15,12,Mono_CD16,1.9530621610400112
GSM4138133,2,0.949469872579674,15,12,Mono_CD16,1.9530621610400112
GSM4138134,1,0.9828902478835186,809,13,Mono_CD14_ID1,1.8416997486860829
GSM4138116,1,0.9471786657498116,680,13,Mono_CD14_ID1,1.8416997486860829
GSM4138126,1,0.9733835261781631,670,13,Mono_CD14_ID1,1.8416997486860829
GSM4138156,1,0.9457590745770328,651,13,Mono_CD14_ID1,1.8416997486860829
GSM4138120,1,0.8930049164816263,511,13,Mono_CD14_ID1,1.8416997486860829
GSM4138142,1,0.9566128477714092,484,13,Mono_CD14_ID1,1.8416997486860829
GSM4138110,1,0.9649740736985984,460,13,Mono_CD14_ID1,1.8416997486860829
GSM4138140,1,0.9676001752485176,454,13,Mono_CD14_ID1,1.8416997486860829
GSM4138132,1,0.9679897395004652,419,13,Mono_CD14_ID1,1.8416997486860829
GSM4138160,1,0.9487211632798584,413,13,Mono_CD14_ID1,1.8416997486860829
GSM4138134,2,0.9567166394328742,402,13,Mono_CD16,1.944399024251808
GSM4138123,4,0.7088322024432752,396,13,Mac_CXCL9,1.267748586882454
GSM4138136,1,0.9596274619129128,384,13,Mono_CD14_ID1,1.8416997486860829
GSM4138138,1,0.9737451374328367,371,13,Mono_CD14_ID1,1.8416997486860829
GSM4138163,1,0.9525414350280396,345,13,Mono_CD14_ID1,1.8416997486860829
GSM4138125,8,0.7004494020302008,335,13,Mac_SPP1,1.321488043985274
GSM4138122,2,0.89769983810358,326,13,Mono_CD16,1.944399024251808
GSM4138128,2,0.89769983810358,326,13,Mono_CD16,1.944399024251808
GSM4138162,1,0.9592218358900892,317,13,Mono_CD14_ID1,1.8416997486860829
GSM4138135,4,0.7489258952010267,307,13,Mac_CXCL9,1.267748586882454
GSM4138130,1,0.9445604454138196,300,13,Mono_CD14_ID1,1.8416997486860829
GSM4138152,1,0.9417871962938346,297,13,Mono_CD14_ID1,1.8416997486860829
GSM4138154,1,0.9102557496583128,289,13,Mono_CD14_ID1,1.8416997486860829
GSM4138146,2,0.9218723108213028,289,13,Mono_CD16,1.944399024251808
GSM4138130,2,0.9495204453317624,281,13,Mono_CD16,1.944399024251808
GSM4138165,1,0.9523148620831072,267,13,Mono_CD14_ID1,1.8416997486860829
GSM4138118,1,0.9141355858000082,266,13,Mono_CD14_ID1,1.8416997486860829
GSM4138156,2,0.9316258667427896,256,13,Mono_CD16,1.944399024251808
GSM4138166,1,0.962400873591762,249,13,Mono_CD14_ID1,1.8416997486860829
GSM4138136,2,0.9279679716566804,246,13,Mono_CD16,1.944399024251808
GSM4138140,2,0.9257418713413164,235,13,Mono_CD16,1.944399024251808
GSM4138114,1,0.9425400450606868,230,13,Mono_CD14_ID1,1.8416997486860829
GSM4138137,4,0.7972062625824038,230,13,Mac_CXCL9,1.267748586882454
GSM4138124,1,0.977196725325232,229,13,Mono_CD14_ID1,1.8416997486860829
GSM4138158,1,0.9496763661584476,218,13,Mono_CD14_ID1,1.8416997486860829
GSM4138132,2,0.9451530514902806,215,13,Mono_CD16,1.944399024251808
GSM4138128,1,0.9638696264434626,211,13,Mono_CD14_ID1,1.8416997486860829
GSM4138167,1,0.9804619852469814,211,13,Mono_CD14_ID1,1.8416997486860829
GSM4138135,7,0.7342422839686574,211,13,Mac_IL1B,1.2999741580162272
GSM4138122,1,0.9638696264434626,211,13,Mono_CD14_ID1,1.8416997486860829
GSM4138141,1,0.8975810491587329,208,13,Mono_CD14_ID1,1.8416997486860829
GSM4138166,2,0.8921222682739173,203,13,Mono_CD16,1.944399024251808
GSM4138138,2,0.9461499147002916,200,13,Mono_CD16,1.944399024251808
GSM4138142,2,0.9505033902245484,197,13,Mono_CD16,1.944399024251808
GSM4138155,3,0.6153271877445158,190,13,cDC2_CD1C,1.339626912396341
GSM4138145,3,0.7007567622035662,189,13,cDC2_CD1C,1.339626912396341
GSM4138145,1,0.8406797616171341,186,13,Mono_CD14_ID1,1.8416997486860829
GSM4138112,1,0.9538184172638224,184,13,Mono_CD14_ID1,1.8416997486860829
GSM4138112,2,0.90994120462783,165,13,Mono_CD16,1.944399024251808
GSM4138155,1,0.7921656273413624,164,13,Mono_CD14_ID1,1.8416997486860829
GSM4138165,2,0.922343374618764,162,13,Mono_CD16,1.944399024251808
GSM4138146,1,0.9447160506743216,161,13,Mono_CD14_ID1,1.8416997486860829
GSM4138110,2,0.9303923068383128,161,13,Mono_CD16,1.944399024251808
GSM4138144,1,0.9406168325511812,160,13,Mono_CD14_ID1,1.8416997486860829
GSM4138131,9,0.7777829419416008,156,13,Mono_TIL,1.2992992450060137
GSM4138162,2,0.9047952259722132,146,13,Mono_CD16,1.944399024251808
GSM4138152,2,0.9115295389203472,145,13,Mono_CD16,1.944399024251808
GSM4138127,1,0.8741812256463143,128,13,Mono_CD14_ID1,1.8416997486860829
GSM4138117,1,0.8010464986888831,127,13,Mono_CD14_ID1,1.8416997486860829
GSM4138150,1,0.942250705763332,124,13,Mono_CD14_ID1,1.8416997486860829
GSM4138139,1,0.8531832453702272,118,13,Mono_CD14_ID1,1.8416997486860829
GSM4138135,1,0.8980823286283398,118,13,Mono_CD14_ID1,1.8416997486860829
GSM4138167,2,0.8894905094958188,116,13,Mono_CD16,1.944399024251808
GSM4138137,1,0.8740190619199657,115,13,Mono_CD14_ID1,1.8416997486860829
GSM4138139,7,0.8150247582048608,114,13,Mac_IL1B,1.2999741580162272
GSM4138127,5,0.7102563462345304,114,13,cDC2_CD1C,1.2143437841022364
GSM4138155,7,0.7457854180209356,114,13,Mac_IL1B,1.2999741580162272
GSM4138137,7,0.7790973131830433,113,13,Mac_IL1B,1.2999741580162272
GSM4138144,2,0.9228487036940558,112,13,Mono_CD16,1.944399024251808
GSM4138131,6,0.8805059006911912,111,13,DC_pDC,1.2516734700196013
GSM4138124,2,0.9099387713459354,108,13,Mono_CD16,1.944399024251808
GSM4138114,2,0.9044379786550714,107,13,Mono_CD16,1.944399024251808
GSM4138161,6,0.8292133355754832,107,13,DC_pDC,1.2516734700196013
GSM4138148,1,0.9376491660839744,107,13,Mono_CD14_ID1,1.8416997486860829
GSM4138161,3,0.6630432398812238,106,13,cDC2_CD1C,1.339626912396341
GSM4138143,3,0.709495892607583,105,13,cDC2_CD1C,1.339626912396341
