K,GEP,program_id,gep_col,top1_celltype,top_celltypes,celltype_gap
16,GEP15,K16_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (67%), Tumor/Epithelials (45%), Fibroblasts/Stromal (15%), Bcells_CD19 (8%)",0.29723991507431
16,GEP16,K16_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (82%), Tumor/Epithelials (63%), Fibroblasts/Stromal (14%), Bcells_CD19 (5%)",0.49256900212314225
17,GEP1,K17_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (100%), Fibroblasts/Stromal (0%), Endothelials (0%)",0.9936305732484076
17,GEP2,K17_GEP2,2,Fibroblasts/Stromal,"Fibroblasts/Stromal (84%), Tumor/Epithelials (14%), Endothelials (2%)",0.7020523708421798
17,GEP3,K17_GEP3,3,Mixed: CD4+Tcells/CD8+Tcells/Tumor/Epithelials,"Mixed: CD4+Tcells/CD8+Tcells/Tumor/Epithelials (71%), CD4+Tcells (34%), CD8+Tcells (20%), Tumor/Epithelials (17%)",0.13658881811748055
17,GEP4,K17_GEP4,4,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (86%), Bcells_CD19 (68%), Tumor/Epithelials (14%), Fibroblasts/Stromal (4%)",0.5392781316348195
17,GEP5,K17_GEP5,5,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (64%), Tumor/Epithelials (35%), CD8+Tcells (17%), CD4+Tcells (11%)",0.17197452229299362
17,GEP6,K17_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (95%), Fibroblasts/Stromal (3%), Endothelials (1%)",0.921443736730361
17,GEP7,K17_GEP7,7,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (92%), Plasma_XBP1 (57%), Tumor/Epithelials (28%), Fibroblasts/Stromal (6%)",0.2915782024062279
17,GEP8,K17_GEP8,8,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (86%), Plasma_XBP1 (48%), Tumor/Epithelials (29%), Fibroblasts/Stromal (9%)",0.191790516631281
17,GEP9,K17_GEP9,9,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (84%), Bcells_CD19 (51%), Tumor/Epithelials (25%), Fibroblasts/Stromal (7%)",0.25760792639773533
17,GEP10,K17_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (77%), Tumor/Epithelials (50%), Fibroblasts/Stromal (14%), Mac_C1Q_ZEB2 (13%)",0.35598018400566167
17,GEP11,K17_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (95%), Tumor/Epithelials (63%), Fibroblasts/Stromal (17%), Endothelials (14%)",0.45718329794762913
17,GEP12,K17_GEP12,12,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (95%), Tumor/Epithelials (54%), Fibroblasts/Stromal (22%), Endothelials (19%)",0.3234253361641896
17,GEP13,K17_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (70%), Tumor/Epithelials (43%), Fibroblasts/Stromal (16%), Mac_C1Q_ZEB2 (12%)",0.27105449398443027
17,GEP14,K17_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast (73%), Tumor/Epithelials (49%), Fibroblasts/Stromal (18%), Mast (7%)",0.3177636234961076
17,GEP15,K17_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (86%), Tumor/Epithelials (66%), Fibroblasts/Stromal (10%), Plasma_XBP1 (10%)",0.5541401273885351
17,GEP16,K17_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (80%), Fibroblasts/Stromal (9%), Bcells_CD19 (3%)",0.7105449398443029
17,GEP17,K17_GEP17,17,Tumor/Epithelials,"Tumor/Epithelials (77%), Fibroblasts/Stromal (11%), Bcells_CD19 (3%)",0.6617126680820948
18,GEP1,K18_GEP1,1,Mixed: CD4+Tcells/CD8+Tcells/Tregs,"Mixed: CD4+Tcells/CD8+Tcells/Tregs (73%), CD4+Tcells (31%), CD8+Tcells (27%), Tregs (15%)",0.031847133757961776
18,GEP2,K18_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (5%), Bcells_CD19 (1%)",0.8895966029723992
18,GEP3,K18_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (0%)",0.967445152158528
18,GEP4,K18_GEP4,4,Bcells_CD19,"Bcells_CD19 (82%), Tumor/Epithelials (9%), Fibroblasts/Stromal (3%)",0.7317763623496107
18,GEP5,K18_GEP5,5,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (95%), Plasma_XBP1 (65%), Tumor/Epithelials (24%), Fibroblasts/Stromal (6%)",0.41047416843595186
18,GEP6,K18_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (87%), Bcells_CD19 (4%), Fibroblasts/Stromal (3%)",0.8372257607926398
18,GEP7,K18_GEP7,7,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (98%), Fibroblasts/Stromal (62%), Tumor/Epithelials (23%), Endothelials (14%)",0.3899504600141543
18,GEP8,K18_GEP8,8,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (6%), Bcells_CD19 (2%)",0.83793347487615
18,GEP9,K18_GEP9,9,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2 (86%), Fibroblasts/Stromal (38%), Tumor/Epithelials (37%), Mac_C1Q_ZEB2 (10%)",0.012031139419674486
18,GEP10,K18_GEP10,10,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (79%), Plasma_XBP1 (43%), Tumor/Epithelials (24%), Fibroblasts/Stromal (13%)",0.18825194621372962
18,GEP11,K18_GEP11,11,Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal (92%), Tumor/Epithelials (69%), Endothelials (21%), Fibroblasts/Stromal (2%)",0.48266100495399855
18,GEP12,K18_GEP12,12,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (78%), Bcells_CD19 (36%), Tumor/Epithelials (27%), Fibroblasts/Stromal (15%)",0.09058740268931353
18,GEP13,K18_GEP13,13,Mixed: Tumor/Epithelials/Mac_C1Q_ZEB2/Bcells_CD19,"Mixed: Tumor/Epithelials/Mac_C1Q_ZEB2/Bcells_CD19 (67%), Tumor/Epithelials (44%), Mac_C1Q_ZEB2 (14%), Bcells_CD19 (9%)",0.29653220099079974
18,GEP14,K18_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast (84%), Tumor/Epithelials (45%), Fibroblasts/Stromal (32%), Mast (7%)",0.12809624911535739
18,GEP15,K18_GEP15,15,Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal (76%), Tumor/Epithelials (66%), Bcells_CD19 (6%), Fibroblasts/Stromal (4%)",0.5980184005661713
18,GEP16,K18_GEP16,16,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (66%), Tumor/Epithelials (37%), Plasma_XBP1 (17%), Fibroblasts/Stromal (13%)",0.20028308563340408
18,GEP17,K18_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (55%), Fibroblasts/Stromal (24%), Bcells_CD19 (5%)",0.3085633404104741
18,GEP18,K18_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (69%), Tumor/Epithelials (48%), Fibroblasts/Stromal (11%), Plasma_XBP1 (9%)",0.3750884642604388
19,GEP1,K19_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (5%), Bcells_CD19 (1%)",0.897381457891012
19,GEP2,K19_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (0%)",0.970276008492569
19,GEP3,K19_GEP3,3,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (81%), CD4+Tcells (37%), Tumor/Epithelials (23%), Tregs (21%)",0.13305024769992924
19,GEP4,K19_GEP4,4,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (70%), CD8+Tcells (34%), Tumor/Epithelials (24%), CD4+Tcells (12%)",0.09695682944090589
19,GEP5,K19_GEP5,5,Bcells_CD19,"Bcells_CD19 (79%), Tumor/Epithelials (10%), Fibroblasts/Stromal (4%)",0.6928520877565464
19,GEP6,K19_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (88%), Bcells_CD19 (4%), Fibroblasts/Stromal (3%)",0.8386411889596603
19,GEP7,K19_GEP7,7,Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19,"Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19 (96%), Plasma_XBP1 (75%), Tumor/Epithelials (17%), Bcells_CD19 (4%)",0.578202406227884
19,GEP8,K19_GEP8,8,Mixed: Fibroblasts/Stromal/Endothelials/Tumor/Epithelials,"Mixed: Fibroblasts/Stromal/Endothelials/Tumor/Epithelials (98%), Fibroblasts/Stromal (59%), Endothelials (21%), Tumor/Epithelials (18%)",0.38570417551309266
19,GEP9,K19_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (85%), Tumor/Epithelials (49%), Fibroblasts/Stromal (25%), Mac_C1Q_ZEB2 (11%)",0.2370842179759377
19,GEP10,K19_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (96%), Tumor/Epithelials (61%), Fibroblasts/Stromal (22%), Endothelials (13%)",0.39065817409766457
19,GEP11,K19_GEP11,11,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2 (74%), Fibroblasts/Stromal (30%), Tumor/Epithelials (30%), Mac_C1Q_ZEB2 (15%)",0.0035385704175513455
19,GEP12,K19_GEP12,12,Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1,"Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1 (75%), Bcells_CD19 (37%), Tumor/Epithelials (31%), Plasma_XBP1 (8%)",0.06369426751592355
19,GEP13,K19_GEP13,13,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (87%), Tumor/Epithelials (40%), Plasma_XBP1 (40%), Fibroblasts/Stromal (7%)",0.00920028308563342
19,GEP14,K19_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast (81%), Tumor/Epithelials (47%), Fibroblasts/Stromal (28%), Mast (6%)",0.19391365888181172
19,GEP15,K19_GEP15,15,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (87%), Tumor/Epithelials (45%), Plasma_XBP1 (21%), Fibroblasts/Stromal (21%)",0.23354564755838642
19,GEP16,K19_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (83%), Tumor/Epithelials (41%), Fibroblasts/Stromal (27%), Plasma_XBP1 (15%)",0.14012738853503182
19,GEP17,K19_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (91%), Tumor/Epithelials (73%), Fibroblasts/Stromal (14%), Bcells_CD19 (4%)",0.5951875442321302
19,GEP18,K19_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (84%), Tumor/Epithelials (62%), Fibroblasts/Stromal (18%), Bcells_CD19 (4%)",0.4444444444444444
19,GEP19,K19_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (67%), Fibroblasts/Stromal (13%), Bcells_CD19 (5%)",0.5392781316348195
20,GEP1,K20_GEP1,1,Bcells_CD19,"Bcells_CD19 (87%), Tumor/Epithelials (5%), Fibroblasts/Stromal (2%)",0.8181174805378627
20,GEP2,K20_GEP2,2,Plasma_XBP1,"Plasma_XBP1 (77%), Tumor/Epithelials (15%), Fibroblasts/Stromal (4%)",0.610757254069356
20,GEP3,K20_GEP3,3,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (81%), CD4+Tcells (37%), Tumor/Epithelials (23%), Tregs (21%)",0.1337579617834395
20,GEP4,K20_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (95%), Fibroblasts/Stromal (3%), Bcells_CD19 (1%)",0.9143665958952584
20,GEP5,K20_GEP5,5,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (0%)",0.9695682944090588
20,GEP6,K20_GEP6,6,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (70%), CD8+Tcells (34%), Tumor/Epithelials (24%), CD4+Tcells (12%)",0.09695682944090589
20,GEP7,K20_GEP7,7,Tumor/Epithelials,"Tumor/Epithelials (87%), Fibroblasts/Stromal (10%), Bcells_CD19 (1%)",0.765038924274593
20,GEP8,K20_GEP8,8,Fibroblasts/Stromal,"Fibroblasts/Stromal (82%), Tumor/Epithelials (14%), Endothelials (2%)",0.6772823779193207
20,GEP9,K20_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (73%), Tumor/Epithelials (40%), Fibroblasts/Stromal (18%), Mac_C1Q_ZEB2 (16%)",0.2172682236376504
20,GEP10,K20_GEP10,10,Tumor/Epithelials,"Tumor/Epithelials (88%), Fibroblasts/Stromal (4%), Bcells_CD19 (3%)",0.8400566171266808
20,GEP11,K20_GEP11,11,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (44%), Tumor/Epithelials (32%), Endothelials (22%)",0.11677282377919324
20,GEP12,K20_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (88%), Fibroblasts/Stromal (8%), Endothelials (1%)",0.7961783439490445
20,GEP13,K20_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (83%), Tumor/Epithelials (47%), Fibroblasts/Stromal (19%), Endothelials (18%)",0.2774239207360227
20,GEP14,K20_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast (78%), Tumor/Epithelials (49%), Fibroblasts/Stromal (23%), Mast (7%)",0.2611464968152867
20,GEP15,K20_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (59%), Fibroblasts/Stromal (14%), Bcells_CD19 (7%)",0.4543524416135881
20,GEP16,K20_GEP16,16,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (73%), Tumor/Epithelials (57%), Bcells_CD19 (9%), Plasma_XBP1 (7%)",0.4869072894550602
20,GEP17,K20_GEP17,17,Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19,"Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19 (67%), Tumor/Epithelials (42%), Plasma_XBP1 (13%), Bcells_CD19 (12%)",0.28662420382165604
20,GEP18,K20_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (57%), Fibroblasts/Stromal (14%), Bcells_CD19 (8%)",0.43312101910828027
20,GEP19,K20_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (68%), Tumor/Epithelials (41%), Fibroblasts/Stromal (19%), Bcells_CD19 (9%)",0.22434536447275302
20,GEP20,K20_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (82%), Tumor/Epithelials (58%), Fibroblasts/Stromal (18%), Bcells_CD19 (7%)",0.4041047416843595
21,GEP1,K21_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (0%), Fibroblasts/Stromal (0%)",0.9879688605803256
21,GEP2,K21_GEP2,2,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (81%), CD4+Tcells (37%), Tumor/Epithelials (23%), Tregs (21%)",0.13234253361641898
21,GEP3,K21_GEP3,3,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (67%), CD8+Tcells (33%), Tumor/Epithelials (23%), CD4+Tcells (11%)",0.10757254069355979
21,GEP4,K21_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (3%), Bcells_CD19 (1%)",0.9101203113941968
21,GEP5,K21_GEP5,5,Bcells_CD19,"Bcells_CD19 (77%), Tumor/Epithelials (7%), Mac_C1Q_ZEB2 (6%)",0.6978060863411182
21,GEP6,K21_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (8%), Endothelials (1%)",0.8230714791224345
21,GEP7,K21_GEP7,7,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (95%), Plasma_XBP1 (69%), Tumor/Epithelials (21%), Fibroblasts/Stromal (4%)",0.4791224345364472
21,GEP8,K21_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (76%), Tumor/Epithelials (18%), Endothelials (3%)",0.5753715498938429
21,GEP9,K21_GEP9,9,Tumor/Epithelials,"Tumor/Epithelials (93%), Fibroblasts/Stromal (3%), Mac_C1Q_ZEB2 (1%)",0.8987968860580325
21,GEP10,K21_GEP10,10,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (72%), Tumor/Epithelials (22%), Endothelials (3%)",0.5067232837933474
21,GEP11,K21_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (87%), Tumor/Epithelials (33%), Fibroblasts/Stromal (32%), Endothelials (22%)",0.016277423920736056
21,GEP12,K21_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (89%), Bcells_CD19 (3%), Fibroblasts/Stromal (2%)",0.854210898796886
21,GEP13,K21_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (6%), Bcells_CD19 (2%)",0.8492569002123143
21,GEP14,K21_GEP14,14,Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal (79%), Tumor/Epithelials (37%), Bcells_CD19 (35%), Fibroblasts/Stromal (7%)",0.02123142250530785
21,GEP15,K21_GEP15,15,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (74%), Plasma_XBP1 (37%), Tumor/Epithelials (27%), Fibroblasts/Stromal (10%)",0.0997876857749469
21,GEP16,K21_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (81%), Fibroblasts/Stromal (10%), Bcells_CD19 (3%)",0.7048832271762209
21,GEP17,K21_GEP17,17,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (81%), Tumor/Epithelials (38%), Plasma_XBP1 (32%), Fibroblasts/Stromal (11%)",0.06369426751592355
21,GEP18,K21_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (69%), Tumor/Epithelials (40%), Fibroblasts/Stromal (16%), Mac_C1Q_ZEB2 (13%)",0.24203821656050953
21,GEP19,K21_GEP19,19,Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal (78%), Tumor/Epithelials (42%), Endothelials (18%), Fibroblasts/Stromal (18%)",0.23920736022646852
21,GEP20,K21_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (82%), Tumor/Epithelials (62%), Fibroblasts/Stromal (12%), Bcells_CD19 (8%)",0.4982307147912244
21,GEP21,K21_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (55%), Fibroblasts/Stromal (18%), Bcells_CD19 (6%)",0.3715498938428875
22,GEP1,K22_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (95%), Fibroblasts/Stromal (3%), Bcells_CD19 (1%)",0.9200283085633404
22,GEP2,K22_GEP2,2,Mixed: CD4+Tcells/CD8+Tcells/Tregs,"Mixed: CD4+Tcells/CD8+Tcells/Tregs (76%), CD4+Tcells (37%), CD8+Tcells (20%), Tregs (19%)",0.1684359518754423
22,GEP3,K22_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (0%), Fibroblasts/Stromal (0%)",0.9879688605803256
22,GEP4,K22_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (95%), Plasma_XBP1 (74%), Tumor/Epithelials (17%), Fibroblasts/Stromal (4%)",0.5626326963906582
22,GEP5,K22_GEP5,5,Mixed: Bcells_CD19/Mac_C1Q_ZEB2/Tumor/Epithelials,"Mixed: Bcells_CD19/Mac_C1Q_ZEB2/Tumor/Epithelials (82%), Bcells_CD19 (65%), Mac_C1Q_ZEB2 (9%), Tumor/Epithelials (9%)",0.5590941259731068
22,GEP6,K22_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (91%), Fibroblasts/Stromal (6%), Bcells_CD19 (1%)",0.851380042462845
22,GEP7,K22_GEP7,7,Tumor/Epithelials,"Tumor/Epithelials (91%), Fibroblasts/Stromal (5%), Bcells_CD19 (2%)",0.8612880396319886
22,GEP8,K22_GEP8,8,Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1,"Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1 (82%), Bcells_CD19 (50%), Tumor/Epithelials (24%), Plasma_XBP1 (8%)",0.25760792639773533
22,GEP9,K22_GEP9,9,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (76%), Tumor/Epithelials (17%), Endothelials (3%)",0.5951875442321303
22,GEP10,K22_GEP10,10,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (73%), Tumor/Epithelials (20%), Endothelials (3%)",0.5314932767162066
22,GEP11,K22_GEP11,11,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (84%), Fibroblasts/Stromal (34%), Tumor/Epithelials (27%), Endothelials (22%)",0.0721868365180467
22,GEP12,K22_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (89%), Fibroblasts/Stromal (5%), Mac_C1Q_ZEB2 (2%)",0.8450106157112527
22,GEP13,K22_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (88%), Bcells_CD19 (4%), Fibroblasts/Stromal (3%)",0.8365180467091295
22,GEP14,K22_GEP14,14,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (74%), Plasma_XBP1 (36%), Tumor/Epithelials (29%), Fibroblasts/Stromal (10%)",0.06935598018400568
