sample,K,gep,label,label_kind,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,recommendation
GSM4138120,13,1,Monocyte_family,family,0.898753974517315,511,0.8913061766587369,0.007447797858578076,tie
GSM4138142,13,1,Monocyte_family,family,0.955448638690628,484,0.920204129281547,0.03524450940908097,tie
GSM4138110,13,1,Monocyte_family,family,0.9638236131614044,460,0.9347650824919556,0.029058530669448857,tie
GSM4138140,13,1,Monocyte_family,family,0.9703429100826296,454,0.9378362608794556,0.03250664920317403,tie
GSM4138132,13,1,Monocyte_family,family,0.9728299710645985,419,0.9463038082948044,0.026526162769794026,tie
GSM4138160,13,1,Monocyte_family,family,0.9393514338278183,413,0.9408522767361661,-0.0015008429083478436,tie
GSM4138134,13,2,Mono_CD16,specific,0.9555696063592363,402,0.9695591587489021,-0.013989552389665816,tie
GSM4138123,13,4,Macrophage_family,family,0.7463504049327119,396,0.7056844211043604,0.040665983828351515,tie
GSM4138136,13,1,Monocyte_family,family,0.9621497611893006,384,0.944450659488512,0.01769910170078859,tie
GSM4138138,13,1,Monocyte_family,family,0.9755994958497483,371,0.9141982586487056,0.061401237201042624,purer
GSM4138163,13,1,Monocyte_family,family,0.9561525632636788,345,0.9488582621664332,0.0072943010972456035,tie
GSM4138125,13,8,Macrophage_family,family,0.7527579460283387,335,0.7439021951733407,0.008855750854998012,tie
GSM4138122,13,2,Mono_CD16,specific,0.9057210148164985,326,0.9776116977859656,-0.0718906829694671,less_pure
GSM4138128,13,2,Mono_CD16,specific,0.9057210148164985,326,0.9776116977859656,-0.0718906829694671,less_pure
GSM4138162,13,1,Monocyte_family,family,0.9671788597668937,317,0.9451087043263531,0.022070155440540584,tie
GSM4138135,13,4,Macrophage_family,family,0.7700675452133179,307,0.6821237468466982,0.0879437983666197,purer
GSM4138130,13,1,Monocyte_family,family,0.9565651612784047,300,0.9271215447766311,0.02944361650177363,tie
GSM4138152,13,1,Monocyte_family,family,0.9410014769400854,297,0.9123151404438743,0.028686336496211107,tie
GSM4138154,13,1,Monocyte_family,family,0.9049546515737832,289,0.9120842471097981,-0.007129595536014888,tie
GSM4138146,13,2,Mono_CD16,specific,0.9289540883838,289,0.9622686828921565,-0.0333145945083565,tie
GSM4138130,13,2,Mono_CD16,specific,0.936200783979712,281,0.9812775037239836,-0.04507671974427163,tie
GSM4138165,13,1,Monocyte_family,family,0.9526684012866887,267,0.9330548693882358,0.01961353189845294,tie
GSM4138118,13,1,Monocyte_family,family,0.9268749896654669,266,0.9129088194689152,0.013966170196551664,tie
GSM4138156,13,2,Mono_CD16,specific,0.945417572940716,256,0.9674540600296433,-0.022036487088927248,tie
GSM4138166,13,1,Monocyte_family,family,0.9606912844772857,249,0.934676558303836,0.026014726173449687,tie
GSM4138136,13,2,Mono_CD16,specific,0.9251646870637454,246,0.978914746972955,-0.05375005990920956,less_pure
GSM4138140,13,2,Mono_CD16,specific,0.9368059644640493,235,0.9699730019986887,-0.033167037534639454,tie
GSM4138114,13,1,Monocyte_family,family,0.9509721115013868,230,0.936754189234116,0.01421792226727081,tie
GSM4138137,13,4,Macrophage_family,family,0.8221053806186662,230,0.747893468389154,0.07421191222951218,purer
GSM4138124,13,1,Monocyte_family,family,0.9824067830841741,229,0.9444246024199014,0.03798218066427261,tie
GSM4138158,13,1,Monocyte_family,family,0.9634719548477954,218,0.9577852629673983,0.0056866918803970545,tie
GSM4138132,13,2,Mono_CD16,specific,0.9513213706100166,215,0.9814133723188372,-0.030092001708820537,tie
GSM4138128,13,1,Monocyte_family,family,0.976940898473096,211,0.9304728980531936,0.0464680004199024,tie
GSM4138167,13,1,Monocyte_family,family,0.9824092598299118,211,0.945732763205749,0.036676496624162835,tie
GSM4138135,13,7,Ambiguous/Mixed,ambiguous,0.7562514299690092,211,,,ambiguous
GSM4138122,13,1,Monocyte_family,family,0.976940898473096,211,0.9304728980531936,0.0464680004199024,tie
GSM4138141,13,1,Monocyte_family,family,0.9060730523630909,208,0.8153267211987012,0.09074633116438968,purer
GSM4138166,13,2,Mono_CD16,specific,0.9254198895181686,203,0.9621941145544404,-0.03677422503627181,tie
GSM4138138,13,2,Mono_CD16,specific,0.9511591255886162,200,0.9668810029523296,-0.015721877363713443,tie
GSM4138142,13,2,Mono_CD16,specific,0.947239917708687,197,0.9665257719433304,-0.019285854234643462,tie
GSM4138155,13,3,DC_family,family,0.7089471511192971,190,0.7010983122032448,0.007848838916052259,tie
GSM4138145,13,3,DC_family,family,0.7529662578269433,189,0.7535493269325659,-0.0005830691056226689,tie
GSM4138145,13,1,Monocyte_family,family,0.8545983959082528,186,0.8845972805340161,-0.029998884625763278,tie
GSM4138112,13,1,Monocyte_family,family,0.9587812895740635,184,0.9190793652117981,0.039701924362265384,tie
GSM4138112,13,2,Mono_CD16,specific,0.914159614990162,165,0.9618001923997429,-0.04764057740958094,tie
GSM4138155,13,1,Monocyte_family,family,0.8369994000149978,164,0.8176768242132156,0.019322575801782205,tie
GSM4138165,13,2,Mono_CD16,specific,0.8988516692762344,162,0.9446544771791544,-0.04580280790292002,tie
GSM4138146,13,1,Monocyte_family,family,0.9473344042730055,161,0.9146938667766903,0.032640537496315236,tie
GSM4138110,13,2,Mono_CD16,specific,0.9222028464616959,161,0.97761328954427,-0.055410443082574035,less_pure
GSM4138144,13,1,Monocyte_family,family,0.9496769213849405,160,0.9366753735624749,0.013001547822465653,tie
GSM4138131,13,9,Ambiguous/Mixed,ambiguous,0.7955249309996092,156,,,ambiguous
GSM4138162,13,2,Mono_CD16,specific,0.9108781535887733,146,0.9689990847188696,-0.05812093113009631,less_pure
GSM4138152,13,2,Mono_CD16,specific,0.9219681967952902,145,0.9413199538988823,-0.01935175710359216,tie
GSM4138127,13,1,Monocyte_family,family,0.9294991787948099,128,0.839799905947372,0.08969927284743795,purer
GSM4138117,13,1,Monocyte_family,family,0.8461506283902052,127,0.8607567303204385,-0.014606101930233373,tie
GSM4138150,13,1,Monocyte_family,family,0.9531692135789532,124,0.946407681415232,0.006761532163721218,tie
GSM4138139,13,1,Monocyte_family,family,0.8893222366632249,118,0.8510495085223697,0.03827272814085514,tie
GSM4138135,13,1,Monocyte_family,family,0.9236183656612719,118,0.8944589205248566,0.02915944513641522,tie
GSM4138167,13,2,Mono_CD16,specific,0.909430464801309,116,0.9625303423920475,-0.05309987759073853,less_pure
GSM4138137,13,1,Monocyte_family,family,0.9148633748979136,115,0.9224120085919152,-0.007548633694001605,tie
GSM4138139,13,7,Ambiguous/Mixed,ambiguous,0.8492755647923975,114,,,ambiguous
GSM4138127,13,5,Ambiguous/Mixed,ambiguous,0.7695155283144268,114,,,ambiguous
GSM4138155,13,7,Ambiguous/Mixed,ambiguous,0.7691099832874531,114,,,ambiguous
GSM4138137,13,7,Ambiguous/Mixed,ambiguous,0.8103965916165463,113,,,ambiguous
GSM4138144,13,2,Mono_CD16,specific,0.927765175482923,112,0.9749122264211482,-0.04714705093822513,tie
GSM4138131,13,6,DC_pDC,specific,0.9051170331450963,111,0.9179857890881354,-0.012868755943039156,tie
GSM4138124,13,2,Mono_CD16,specific,0.9084742898658345,108,0.969665210227224,-0.06119092036138951,less_pure
GSM4138114,13,2,Mono_CD16,specific,0.8940695725077482,107,0.9638175783207804,-0.0697480058130322,less_pure
GSM4138161,13,6,DC_pDC,specific,0.8669479000470499,107,0.8488491714550629,0.018098728591987023,tie
GSM4138148,13,1,Monocyte_family,family,0.9472388843963009,107,0.935303562563987,0.011935321832313939,tie
GSM4138161,13,3,DC_family,family,0.7486235949958235,106,0.6918033483531927,0.056820246642630856,purer
GSM4138143,13,3,DC_family,family,0.7629980808385337,105,0.7974127699611427,-0.03441468912260903,tie
GSM4138131,13,4,Macrophage_family,family,0.826134433367845,103,0.7412359185254018,0.08489851484244315,purer
GSM4138161,13,1,Monocyte_family,family,0.8933179358356652,100,0.8112926743286786,0.08202526150698664,purer
GSM4138141,13,3,DC_family,family,0.8188426081377531,100,0.7646439714392582,0.054198636698494895,purer
GSM4138164,13,1,Monocyte_family,family,0.9723886827775335,90,0.9167656535447561,0.0556230292327774,purer
GSM4138139,13,4,Macrophage_family,family,0.8251972689098394,88,0.6611390100606357,0.16405825884920366,purer
GSM4138126,13,2,Mono_CD16,specific,0.959853818083607,87,1.0,-0.040146181916392965,tie
GSM4138139,13,8,Macrophage_family,family,0.7771115965647101,86,0.6611390100606357,0.11597258650407438,purer
GSM4138125,13,1,Monocyte_family,family,0.9392396968895603,86,0.9443814511936789,-0.005141754304118562,tie
GSM4138137,13,8,Macrophage_family,family,0.8205448945769171,84,0.747893468389154,0.0726514261877631,purer
GSM4138115,13,3,DC_family,family,0.8219879025377599,83,0.7727754744975728,0.049212428040187106,tie
GSM4138123,13,5,Ambiguous/Mixed,ambiguous,0.6943293998053397,83,,,ambiguous
GSM4138111,13,5,Ambiguous/Mixed,ambiguous,0.7344999366425704,83,,,ambiguous
GSM4138121,13,7,Ambiguous/Mixed,ambiguous,0.771777865180371,82,,,ambiguous
GSM4138133,13,3,DC_family,family,0.8737755582034263,81,0.7773132578349409,0.09646230036848547,purer
GSM4138143,13,1,Monocyte_family,family,0.87408426825541,78,0.886201598540746,-0.012117330285336014,tie
GSM4138127,13,7,Ambiguous/Mixed,ambiguous,0.8464968488642287,78,,,ambiguous
GSM4138111,13,3,DC_family,family,0.8052502457668066,77,0.7139188135165719,0.09133143225023466,purer
GSM4138120,13,2,Mono_CD16,specific,0.9172179113831989,76,0.9596757142031672,-0.04245780281996836,tie
GSM4138131,13,5,Ambiguous/Mixed,ambiguous,0.7069428088014045,74,,,ambiguous
GSM4138129,13,1,Monocyte_family,family,0.9360462674376772,72,0.9392410883358336,-0.0031948208981564807,tie
GSM4138141,13,6,DC_pDC,specific,0.9165508686482305,72,0.9165508686482305,0.0,tie
GSM4138131,13,3,DC_family,family,0.8638820798789619,71,0.7536865945444218,0.11019548533454016,purer
GSM4138133,13,4,Macrophage_family,family,0.8187510221435998,70,0.7734595161579602,0.04529150598563969,tie
GSM4138155,13,8,Macrophage_family,family,0.7461020515003864,70,0.6299154299118346,0.11618662158855186,purer
GSM4138163,13,2,Mono_CD16,specific,0.9425835669701786,67,0.9838436758508947,-0.04126010888071607,tie
GSM4138131,13,1,Monocyte_family,family,0.938373115310089,67,0.7864517889481842,0.1519213263619048,purer
GSM4138160,13,2,Mono_CD16,specific,0.9601998808485407,66,0.9900033659049698,-0.029803485056429158,tie
GSM4138111,13,6,DC_pDC,specific,0.8970584604838131,64,0.8980982837036952,-0.0010398232198820523,tie
GSM4138150,13,2,Mono_CD16,specific,0.9242305572471121,64,0.9785444665693842,-0.05431390932227209,less_pure
GSM4138131,13,10,DC_family,family,0.8698342079353883,63,0.7536865945444218,0.11614761339096658,purer
GSM4138117,13,5,Ambiguous/Mixed,ambiguous,0.7762236581522801,62,,,ambiguous
GSM4138141,13,2,Mono_CD16,specific,0.9670839416862131,62,0.9724074031211091,-0.005323461434895926,tie
GSM4138137,13,3,DC_family,family,0.8433253183338716,61,0.839030314310623,0.004295004023248561,tie
GSM4138139,13,11,Mast,specific,0.966827109414383,59,0.9658315628046693,0.0009955466097136823,tie
GSM4138139,13,3,DC_family,family,0.8824738013289517,58,0.8604547296733422,0.022019071655609457,tie
GSM4138133,13,5,Ambiguous/Mixed,ambiguous,0.7917961675501763,58,,,ambiguous
GSM4138117,13,4,Macrophage_family,family,0.8524544297806724,57,0.7420397036679759,0.11041472611269654,purer
GSM4138164,13,2,Mono_CD16,specific,0.9330072362559443,56,0.9829393430119403,-0.04993210675599602,tie
GSM4138137,13,5,Ambiguous/Mixed,ambiguous,0.8176872118157322,55,,,ambiguous
GSM4138113,13,1,Monocyte_family,family,0.9233613643979112,55,0.8906473359246847,0.032714028473226464,tie
GSM4138157,13,3,DC_family,family,0.7916267332641858,55,0.8709308666726747,-0.07930413340848896,less_pure
GSM4138148,13,2,Mono_CD16,specific,0.9226793120388355,54,0.9692635348384981,-0.04658422279966268,tie
GSM4138141,13,10,DC_family,family,0.8827440521678653,53,0.7646439714392582,0.11810008072860712,purer
GSM4138154,13,2,Mono_CD16,specific,0.9473208759634055,52,0.951042806610867,-0.0037219306474615133,tie
GSM4138141,13,4,Macrophage_family,family,0.8932614228700199,51,0.8124580686420484,0.08080335422797147,purer
GSM4138155,13,6,DC_pDC,specific,0.9011069531084976,51,0.9062361607604512,-0.005129207651953571,tie
GSM4138111,13,1,Monocyte_family,family,0.8835545445269479,50,0.8259886433998749,0.05756590112707305,purer
GSM4138123,13,6,DC_pDC,specific,0.9508575041839805,48,0.9383997749472549,0.012457729236725612,tie
GSM4138135,13,3,DC_family,family,0.8715458047716546,48,0.841697457205539,0.02984834756611554,tie
GSM4138159,13,3,DC_family,family,0.8221683201176513,48,0.774082064685566,0.048086255432085334,tie
GSM4138111,13,2,Mono_CD16,specific,0.8863581359224489,47,0.891739170315181,-0.005381034392732076,tie
GSM4138123,13,3,DC_family,family,0.7535894312770938,46,0.7694321137860433,-0.01584268250894949,tie
GSM4138143,13,6,DC_pDC,specific,0.9295762244202338,46,0.9295762244202338,0.0,tie
GSM4138121,13,1,Monocyte_family,family,0.925261617228091,46,0.8716042571522686,0.053657360075822336,purer
GSM4138131,13,7,Ambiguous/Mixed,ambiguous,0.9013302011559602,45,,,ambiguous
GSM4138158,13,2,Mono_CD16,specific,0.9746002240330242,45,0.9852479955603701,-0.010647771527345973,tie
GSM4138145,13,6,DC_pDC,specific,0.945258029964264,45,0.9472622152517468,-0.002004185287482807,tie
GSM4138143,13,2,Mono_CD16,specific,0.9549806369356806,44,,,no_baseline
GSM4138119,13,1,Monocyte_family,family,0.8824380198829792,44,0.9283766587096818,-0.04593863882670257,tie
GSM4138129,13,8,Macrophage_family,family,0.875590907808813,42,0.7576685488530968,0.11792235895571623,purer
GSM4138143,13,10,DC_family,family,0.8539487688654224,42,0.7974127699611427,0.05653599890427963,purer
GSM4138127,13,9,Ambiguous/Mixed,ambiguous,0.8766433545599318,41,,,ambiguous
GSM4138145,13,2,Mono_CD16,specific,0.9802384907154091,41,,,no_baseline
GSM4138131,13,2,Mono_CD16,specific,0.9485262396823262,39,,,no_baseline
GSM4138159,13,1,Monocyte_family,family,0.9585261368230338,37,0.9468764067983803,0.011649730024653526,tie
GSM4138161,13,5,Ambiguous/Mixed,ambiguous,0.809659964434754,37,,,ambiguous
GSM4138161,13,7,Ambiguous/Mixed,ambiguous,0.8604289408814503,36,,,ambiguous
GSM4138135,13,8,Macrophage_family,family,0.8644888428593983,36,0.6821237468466982,0.18236509601270012,purer
GSM4138141,13,5,Ambiguous/Mixed,ambiguous,0.8293813586329108,36,,,ambiguous
GSM4138139,13,5,Ambiguous/Mixed,ambiguous,0.834794323723439,35,,,ambiguous
GSM4138129,13,4,Macrophage_family,family,0.9046820636611801,35,0.7576685488530968,0.14701351480808333,purer
GSM4138125,13,4,Macrophage_family,family,0.9100997990594014,35,0.7439021951733407,0.16619760388606075,purer
GSM4138157,13,1,Monocyte_family,family,0.9450667062653103,33,0.9673513117174695,-0.022284605452159156,tie
GSM4138113,13,6,DC_pDC,specific,0.9360748270364975,33,0.9211167331049517,0.01495809393154579,tie
GSM4138139,13,2,Mono_CD16,specific,0.9731249033245186,32,,,no_baseline
GSM4138123,13,7,Ambiguous/Mixed,ambiguous,0.8809552510529364,32,,,ambiguous
GSM4138143,13,11,Mast,specific,0.9748135904112316,31,0.9748135904112316,0.0,tie
GSM4138135,13,5,Ambiguous/Mixed,ambiguous,0.8938524224223909,31,,,ambiguous
GSM4138133,13,1,Monocyte_family,family,0.959901103502346,31,0.9757353034710631,-0.015834199968717044,tie
GSM4138147,13,6,DC_pDC,specific,0.935324749011505,31,0.935324749011505,0.0,tie
GSM4138119,13,3,DC_family,family,0.7801946555881141,31,0.903900009773125,-0.12370535418501094,less_pure
GSM4138135,13,10,DC_family,family,0.9258735720252302,30,0.841697457205539,0.08417611481969123,purer
GSM4138127,13,6,DC_pDC,specific,0.9419975452784044,29,0.9441912994803779,-0.002193754201973541,tie
GSM4138113,13,3,DC_family,family,0.8761140116452608,28,0.7632287255055046,0.11288528613975624,purer
GSM4138141,13,9,Ambiguous/Mixed,ambiguous,0.9646053659496772,28,,,ambiguous
GSM4138111,13,11,Mast,specific,0.9050661191766445,28,0.9059125026497903,-0.0008463834731458064,tie
GSM4138155,13,4,Macrophage_family,family,0.9121517566245125,28,0.6299154299118346,0.28223632671267795,purer
GSM4138125,13,3,DC_family,family,0.9112837803921331,27,0.95113418699402,-0.03985040660188688,tie
GSM4138129,13,7,Ambiguous/Mixed,ambiguous,0.8849058089575765,27,,,ambiguous
GSM4138129,13,3,DC_family,family,0.9137371452011515,27,0.8738886990016175,0.03984844619953398,tie
GSM4138117,13,3,DC_family,family,0.9267430252279545,27,0.8983178908723612,0.02842513435559324,tie
GSM4138127,13,8,Macrophage_family,family,0.9559325492496658,26,0.7778561108377001,0.17807643841196563,purer
GSM4138145,13,7,Ambiguous/Mixed,ambiguous,0.9168951668569012,26,,,ambiguous
GSM4138123,13,1,Monocyte_family,family,0.9686837321028409,25,0.9278791004179824,0.04080463168485848,tie
GSM4138144,13,3,DC_family,family,0.9686409766635881,25,0.8857225642654714,0.0829184123981167,purer
GSM4138129,13,6,DC_pDC,specific,0.9868286715955322,25,0.9868286715955322,0.0,tie
GSM4138135,13,2,Mono_CD16,specific,0.9833249787811448,25,,,no_baseline
GSM4138112,13,6,DC_pDC,specific,0.9670409840078681,25,0.9672228106134714,-0.00018182660560328578,tie
GSM4138137,13,2,Mono_CD16,specific,0.9803397500347825,24,,,no_baseline
GSM4138119,13,8,Macrophage_family,family,0.8753207951473829,24,0.7571052713504478,0.11821552379693512,purer
GSM4138153,13,3,DC_family,family,0.922645268527941,23,0.9378503541294222,-0.01520508560148115,tie
GSM4138113,13,2,Mono_CD16,specific,0.9417161774850462,23,,,no_baseline
GSM4138155,13,10,DC_family,family,0.9283079458378963,23,0.7010983122032448,0.22720963363465152,purer
GSM4138160,13,6,DC_pDC,specific,0.980833886723325,23,0.980833886723325,0.0,tie
GSM4138162,13,3,DC_family,family,0.9884703085427223,22,0.9565826886013326,0.03188761994138978,tie
GSM4138139,13,6,DC_pDC,specific,0.9506174967437965,22,0.9506174967437965,0.0,tie
GSM4138139,13,10,DC_family,family,0.9422756010989471,22,0.8604547296733422,0.0818208714256049,purer
GSM4138133,13,6,DC_pDC,specific,0.9780104357713506,21,0.9780104357713506,0.0,tie
GSM4138120,13,3,DC_family,family,0.9675202675594767,21,0.9218733376798663,0.04564692987961039,tie
GSM4138116,13,2,Mono_CD16,specific,0.9842694746206083,21,0.9836055443637416,0.0006639302568667294,tie
GSM4138121,13,3,DC_family,family,0.9265345689753285,21,0.85151969778944,0.07501487118588845,purer
GSM4138123,13,10,DC_family,family,0.9565098966662946,21,0.7694321137860433,0.18707778288025134,purer
GSM4138135,13,11,Mast,specific,1.0,21,1.0,0.0,tie
GSM4138128,13,6,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138115,13,10,DC_family,family,0.9593305446031526,20,0.7727754744975728,0.1865550701055798,purer
GSM4138110,13,6,DC_pDC,specific,0.9697106021963595,20,0.9555193703185515,0.01419123187780802,tie
GSM4138122,13,6,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138152,13,3,DC_family,family,0.9745412407235607,20,0.9275689836639187,0.04697225705964203,tie
GSM4138168,13,6,DC_pDC,specific,0.9457890908623999,20,0.9457890908623999,0.0,tie
GSM4138135,13,6,DC_pDC,specific,0.9592348250153161,19,0.9787886250594097,-0.019553800044093572,tie
GSM4138133,13,10,DC_family,family,0.880236894807487,19,0.7773132578349409,0.10292363697254614,purer
GSM4138118,13,2,Mono_CD16,specific,0.989744282581234,19,,,no_baseline
GSM4138155,13,5,Ambiguous/Mixed,ambiguous,0.9624772457469352,19,,,ambiguous
GSM4138115,13,6,DC_pDC,specific,0.9816087420119992,19,0.9816087420119992,0.0,tie
GSM4138155,13,11,Mast,specific,0.9381206978557273,19,0.9381206978557273,0.0,tie
GSM4138127,13,3,DC_family,family,0.9725300008517392,18,0.891335201708411,0.08119479914332828,purer
GSM4138131,13,11,Mast,specific,0.9764376533440459,18,0.9764376533440459,0.0,tie
GSM4138145,13,10,DC_family,family,0.9782002683833607,18,0.7535493269325659,0.22465094145079478,purer
GSM4138171,13,3,DC_family,family,1.0,18,0.985688027513448,0.014311972486552027,tie
GSM4138172,13,3,DC_family,family,0.9756177055008699,18,0.9751510210975685,0.0004666844033014428,tie
GSM4138137,13,10,DC_family,family,0.9504246980059807,17,0.839030314310623,0.1113943836953577,purer
GSM4138143,13,5,Ambiguous/Mixed,ambiguous,0.9332355890764402,17,,,ambiguous
GSM4138162,13,6,DC_pDC,specific,0.9897606953288196,17,0.9897606953288196,0.0,tie
GSM4138113,13,5,Ambiguous/Mixed,ambiguous,0.7622986286417504,17,,,ambiguous
GSM4138139,13,9,Ambiguous/Mixed,ambiguous,0.9636708712400875,17,,,ambiguous
GSM4138154,13,3,DC_family,family,0.9579609715788284,17,0.8775236679295477,0.0804373036492807,purer
GSM4138130,13,6,DC_pDC,specific,0.9928521640048311,17,0.9639490407838097,0.0289031232210214,tie
GSM4138121,13,6,DC_pDC,specific,0.975345479450801,16,,,no_baseline
GSM4138157,13,6,DC_pDC,specific,0.978093154163344,16,0.9771060119735836,0.0009871421897603705,tie
GSM4138163,13,6,DC_pDC,specific,0.9941087355013785,16,0.9858316108356697,0.008277124665708735,tie
GSM4138133,13,2,Mono_CD16,specific,1.0,15,,,no_baseline
GSM4138159,13,4,Macrophage_family,family,0.9724161174370887,15,0.8696457764255141,0.10277034101157456,purer
GSM4138129,13,2,Mono_CD16,specific,0.9857831999683292,15,,,no_baseline
GSM4138147,13,3,DC_family,family,0.9840307386621786,15,,,no_baseline
GSM4138155,13,2,Mono_CD16,specific,1.0,15,,,no_baseline
GSM4138161,13,2,Mono_CD16,specific,0.9778744371708029,15,,,no_baseline
GSM4138148,13,3,DC_family,family,0.9935131467076675,15,0.9695044981476699,0.024008648559997625,tie
GSM4138117,13,11,Mast,specific,0.9848958966969695,15,0.9848958966969695,0.0,tie
GSM4138117,13,2,Mono_CD16,specific,0.9877302514675109,15,,,no_baseline
GSM4138151,13,6,DC_pDC,specific,0.9806392337550041,15,0.9806392337550041,0.0,tie
GSM4138134,14,1,Monocyte_family,family,0.9816698710916228,807,0.9607718200587291,0.020898051032893772,tie
GSM4138116,14,1,Monocyte_family,family,0.9471869857456008,679,0.9347870689288121,0.012399916816788648,tie
GSM4138126,14,1,Monocyte_family,family,0.9717670567844249,664,0.9663228947211787,0.005444162063246161,tie
GSM4138156,14,1,Monocyte_family,family,0.9534152590747456,654,0.9272161110073198,0.026199148067425737,tie
GSM4138120,14,1,Monocyte_family,family,0.898753974517315,511,0.8913061766587369,0.007447797858578076,tie
GSM4138142,14,1,Monocyte_family,family,0.9540561807656042,479,0.920204129281547,0.03385205148405712,tie
GSM4138110,14,1,Monocyte_family,family,0.9638236131614044,460,0.9347650824919556,0.029058530669448857,tie
GSM4138140,14,1,Monocyte_family,family,0.9653630651693114,453,0.9378362608794556,0.027526804289855766,tie
GSM4138132,14,1,Monocyte_family,family,0.9730765167698968,417,0.9463038082948044,0.02677270847509239,tie
GSM4138160,14,1,Monocyte_family,family,0.9392416750870133,412,0.9408522767361661,-0.0016106016491528319,tie
GSM4138134,14,2,Mono_CD16,specific,0.9556938005372968,404,0.9695591587489021,-0.013865358211605283,tie
GSM4138123,14,4,Macrophage_family,family,0.7477604622447382,398,0.7056844211043604,0.042076041140377884,tie
GSM4138136,14,1,Monocyte_family,family,0.9600140520647057,384,0.944450659488512,0.015563392576193658,tie
GSM4138138,14,1,Monocyte_family,family,0.9745039307016317,371,0.9141982586487056,0.06030567205292603,purer
GSM4138125,14,8,Macrophage_family,family,0.758037993846357,338,0.7439021951733407,0.014135798673016287,tie
GSM4138163,14,1,Monocyte_family,family,0.9571660852429915,337,0.9488582621664332,0.008307823076558307,tie
GSM4138128,14,2,Mono_CD16,specific,0.910869626641033,326,0.9776116977859656,-0.06674207114493258,less_pure
GSM4138122,14,2,Mono_CD16,specific,0.910869626641033,326,0.9776116977859656,-0.06674207114493258,less_pure
GSM4138135,14,4,Macrophage_family,family,0.7701670404649485,307,0.6821237468466982,0.08804329361825036,purer
GSM4138162,14,1,Monocyte_family,family,0.9788356794841855,303,0.9451087043263531,0.033726975157832406,tie
GSM4138130,14,1,Monocyte_family,family,0.9556193347590658,297,0.9271215447766311,0.028497789982434685,tie
GSM4138152,14,1,Monocyte_family,family,0.9419831871496142,294,0.9123151404438743,0.02966804670573986,tie
GSM4138146,14,2,Mono_CD16,specific,0.9291080026310379,290,0.9622686828921565,-0.033160680261118625,tie
GSM4138154,14,1,Monocyte_family,family,0.9049546515737832,289,0.9120842471097981,-0.007129595536014888,tie
GSM4138130,14,2,Mono_CD16,specific,0.9376730035588059,283,0.9812775037239836,-0.043604500165177695,tie
GSM4138165,14,1,Monocyte_family,family,0.9504422910963601,268,0.9330548693882358,0.01738742170812435,tie
GSM4138118,14,1,Monocyte_family,family,0.9234079626022533,259,0.9129088194689152,0.010499143133338107,tie
GSM4138156,14,2,Mono_CD16,specific,0.9312956430860473,250,0.9674540600296433,-0.036158416943596006,tie
GSM4138166,14,1,Monocyte_family,family,0.9612724454077195,247,0.934676558303836,0.026595887103883498,tie
GSM4138136,14,2,Mono_CD16,specific,0.9248283996185833,245,0.978914746972955,-0.05408634735437168,less_pure
GSM4138140,14,2,Mono_CD16,specific,0.9402902213470635,235,0.9699730019986887,-0.029682780651625218,tie
GSM4138114,14,1,Monocyte_family,family,0.9497760389103287,232,0.936754189234116,0.013021849676212671,tie
GSM4138124,14,1,Monocyte_family,family,0.981814078347176,230,0.9444246024199014,0.037389475927274596,tie
GSM4138137,14,4,Macrophage_family,family,0.8253570409872053,224,0.747893468389154,0.07746357259805126,purer
GSM4138158,14,1,Monocyte_family,family,0.9634719548477954,218,0.9577852629673983,0.0056866918803970545,tie
GSM4138132,14,2,Mono_CD16,specific,0.9495921024757323,217,0.9814133723188372,-0.03182126984310485,tie
GSM4138167,14,1,Monocyte_family,family,0.9708891768906727,210,0.945732763205749,0.025156413684923717,tie
GSM4138166,14,2,Mono_CD16,specific,0.9189527776117754,206,0.9621941145544404,-0.043241336942664965,tie
GSM4138128,14,1,Monocyte_family,family,0.9750620289840459,205,0.9304728980531936,0.04458913093085237,tie
GSM4138122,14,1,Monocyte_family,family,0.9750620289840459,205,0.9304728980531936,0.04458913093085237,tie
GSM4138142,14,2,Mono_CD16,specific,0.9389222093654435,204,0.9665257719433304,-0.027603562577886986,tie
GSM4138141,14,1,Monocyte_family,family,0.9227590590572979,203,0.8153267211987012,0.10743233785859674,purer
GSM4138138,14,2,Mono_CD16,specific,0.9512848380796197,200,0.9668810029523296,-0.015596164872709872,tie
GSM4138135,14,9,Ambiguous/Mixed,ambiguous,0.7630136996051197,193,,,ambiguous
GSM4138112,14,1,Monocyte_family,family,0.9560656042919441,185,0.9190793652117981,0.03698623908014598,tie
GSM4138145,14,1,Monocyte_family,family,0.8524061454351264,181,0.8845972805340161,-0.03219113509888971,tie
GSM4138145,14,3,DC_family,family,0.7635287790397172,167,0.7535493269325659,0.009979452107151232,tie
GSM4138112,14,2,Mono_CD16,specific,0.9199645630310206,163,0.9618001923997429,-0.041835629368722316,tie
GSM4138155,14,3,DC_family,family,0.7209680474448036,162,0.7010983122032448,0.019869735241558772,tie
GSM4138110,14,2,Mono_CD16,specific,0.9222028464616959,161,0.97761328954427,-0.055410443082574035,less_pure
