sample,K,gep,label,label_kind,ROGUE,n_cells,size_bin,null_median,null_mean,null_std,n_draws,null_zscore,beats_null_median
GSM4138162,4,1,Ambiguous/Mixed,ambiguous,0.8911671709487927,485,475,0.8860682449565281,0.8865330642353026,0.0033742582927845464,10.0,1.3733704747498325,True
GSM4138137,4,2,Ambiguous/Mixed,ambiguous,0.7614529724075058,469,475,0.7644768423506381,0.7634643363287601,0.004773082611141937,10.0,-0.4213972573110629,False
GSM4138166,4,1,Ambiguous/Mixed,ambiguous,0.8913964012848505,467,475,,,,,,False
GSM4138146,4,1,Ambiguous/Mixed,ambiguous,0.8890286325827184,461,450,0.8875859959393546,0.8872812173595259,0.004673913580633739,10.0,0.373865539669543,True
GSM4138152,4,1,Ambiguous/Mixed,ambiguous,0.8615241308228656,461,450,0.8487683296515977,0.8495548372199156,0.0031139402567368288,10.0,3.843777534605903,True
GSM4138165,4,1,Ambiguous/Mixed,ambiguous,0.8949850658164404,437,425,0.8973809165987539,0.8971954250620143,0.0005295584220022184,10.0,-4.173966749913441,False
GSM4138131,4,2,Ambiguous/Mixed,ambiguous,0.7112405257474139,436,425,0.6945644509497941,0.6947682996447764,0.008349001408705311,10.0,1.9729576384383327,True
GSM4138163,4,1,Ambiguous/Mixed,ambiguous,0.9072704819130132,424,425,0.8999351019674418,0.8982706432236526,0.0037395159604525726,10.0,2.4066854599736502,True
GSM4138125,4,2,Ambiguous/Mixed,ambiguous,0.7396250076788939,383,375,0.7062968386400886,0.7072352836723058,0.006934925048931695,10.0,4.670522576387134,True
GSM4138112,4,1,Ambiguous/Mixed,ambiguous,0.8964559322265603,354,350,0.8733830869380714,0.8730517382757235,0.003719020763182527,10.0,6.293106557116619,True
GSM4138114,4,1,Ambiguous/Mixed,ambiguous,0.8848695210761265,352,350,0.8850913324254888,0.8854384305771605,0.0011052528383953737,10.0,-0.5147324496899797,False
GSM4138154,4,1,Ambiguous/Mixed,ambiguous,0.8579446319199553,352,350,0.8215481739862732,0.8223186294756427,0.004532717902619563,10.0,7.859744023276517,True
GSM4138139,4,2,Ambiguous/Mixed,ambiguous,0.7194972391979613,349,350,0.6495891979674426,0.6453922749068371,0.014990785010037404,10.0,4.943367825067569,True
GSM4138124,4,1,Ambiguous/Mixed,ambiguous,0.915608488781229,341,350,,,,,,False
GSM4138167,4,1,Ambiguous/Mixed,ambiguous,0.8808930053659563,340,350,,,,,,False
GSM4138155,4,2,Ambiguous/Mixed,ambiguous,0.6704713611675652,319,325,0.5950795481773739,0.5982550309617837,0.009735905596723146,10.0,7.41752572355341,True
GSM4138144,4,1,Ambiguous/Mixed,ambiguous,0.8498831569088204,298,300,0.8510652216854628,0.8492120904825141,0.00429985964774312,10.0,0.1560670536440756,False
GSM4138141,4,1,Ambiguous/Mixed,ambiguous,0.9068391083874362,294,300,0.736584197398757,0.7375981933877374,0.008331441161285464,10.0,20.31352220143226,True
GSM4138118,4,1,Ambiguous/Mixed,ambiguous,0.8770768667778066,292,300,,,,,,False
GSM4138145,4,1,Ambiguous/Mixed,ambiguous,0.7946404926322501,279,275,0.7190370108919996,0.7173903335940321,0.01220780259515719,10.0,6.327933175202468,True
